# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -49 161 374 174 856.399
0 188 141 92 195 230.291
0 -39 40 133 103 376.35
0 240 162 267 299 289.27
0 215 106 99 149 257.427
0 43 174 180 174 284
0 -59 -15 284 112 741.513
0 17 99 225 184 459.395
0 271 232 94 186 375.759
0 293 18 37 401 931.358
1 -36 160 -70 281 261.372
1 -283 269 -202 212 208.091
1 -390 196 -99 355 673.21
1 25 226 -120 127 361.147
1 -117 122 -135 250 268.519
1 -209 199 40 358 600.871
1 -135 63 -85 245 387.486
1 -240 205 -96 180 302.308
1 -195 82 -111 4 239.26
1 41 202 -111 42 451.38
2 248 111 60 229 453.928
2 -71 -44 188 -154 572.782
2 -33 -18 -36 103 252.074
2 34 -26 -233 -92 560.073
2 130 -66 21 -17 249.015
2 -58 -67 118 225 691.88
2 26 -156 -35 -53 249.416
2 155 210 -185 159 697.607
2 13 7 -29 -91 223.242
2 79 208 290 23 571.234
