# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -106 291 199 -5 860.038
0 190 178 71 77 322.167
0 -115 246 90 110 502.02
0 351 254 134 106 535.33
0 58 78 112 236 343.946
0 283 341 27 99 714.557
0 -41 203 104 174 305.743
0 341 201 -20 382 817.668
0 -42 -15 214 412 1005.72
0 306 196 68 186 486.42
1 -150 332 57 31 740.616
1 131 82 -155 -28 622.849
1 -168 206 -20 16 491.68
1 -61 195 -98 173 96.093
1 7 342 -131 152 479.655
1 -80 350 -196 87 584.891
1 91 302 -85 419 432.682
1 -257 316 -74 161 489.642
1 4 90 -101 158 260.192
1 -77 150 -13 -52 433.792
2 0 -3 40 127 282.029
2 37 -149 -35 23 382.924
2 244 51 2 2 503.822
2 151 -67 -296 5 915.523
2 -186 -130 -288 10 356.433
2 205 188 25 2 527.672
2 -9 -6 139 -205 506.004
2 -69 -19 142 148 548.182
2 -72 -89 166 158 696.012
2 204 -104 -14 -127 448.42
