# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 113 174 40 437 555.886
0 72 29 94 170 295.412
0 -121 315 -25 304 203.256
0 132 298 51 138 368.67
0 -117 303 212 154 732.335
0 177 207 62 120 298.402
0 87 233 118 160 168.619
0 -174 252 12 109 479.233
0 292 280 84 89 574.783
0 60 319 -47 43 602.03
1 131 66 -70 39 415.611
1 -26 403 -98 409 154.499
1 -98 8 -232 350 744.629
1 -25 263 -204 59 552.796
1 -148 446 -143 101 700.072
1 -163 0 -111 437 890.166
1 -126 173 -287 -29 526.624
1 -238 33 -73 266 581.013
1 -48 152 -62 185 81.6938
1 66 261 -148 187 462.866
2 4 29 59 0 134.354
2 -64 -6 -184 5 251.006
2 98 -106 7 59 386.861
2 36 -211 -188 148 856.303
2 73 -164 -249 119 867.375
2 192 -30 -9 -31 412.005
2 -29 56 1 -55 239.965
2 -87 57 0 8 209.7
2 -34 -180 -51 71 513.15
2 -31 -15 -32 30 100.022
