# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 333 74 336 59 40.5941
0 149 285 102 184 232.8
0 122 61 96 185 263.393
0 -15 -88 56 135 478.06
0 -107 158 -156 242 204.494
0 196 86 185 87 32.0907
0 145 89 121 23 150.456
0 130 267 -159 164 623.612
0 229 -85 187 72 335.042
0 -53 127 329 212 792.685
1 -107 -106 -217 238 732.318
1 -92 144 31 166 259.904
1 21 339 -248 183 631.923
1 -217 235 -281 -17 530
1 -100 176 -129 76 218.24
1 -190 93 -176 367 558.715
1 -156 102 59 395 736.84
1 -290 22 -95 202 540.754
1 2 59 57 356 614.099
1 -41 182 -195 379 510.1
2 248 -119 26 104 639.327
2 -200 -29 -31 85 417.711
2 274 -96 -48 -40 663.667
2 -54 -26 -163 219 546.306
2 -64 21 -150 35 184.264
2 -156 137 2 -38 481.546
2 49 10 -4 50 142.801
2 -19 -158 -155 -96 308.931
2 -7 -159 -10 -48 232.081
2 -57 -155 21 8 371.403
