# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -63 100 4 429 681.506
0 128 153 129 155 14.4721
0 250 341 57 277 416.669
0 53 173 46 45 266.383
0 112 151 209 245 280.148
0 -100 157 49 100 329.061
0 125 264 248 179 309.025
0 95 239 105 407 346.595
0 -3 434 48 168 551.69
0 -67 -28 118 98 457.665
1 -274 181 -125 23 444.35
1 -18 53 -72 227 374.373
1 -144 54 -121 9 111.074
1 32 87 -24 282 415.763
1 -330 41 -155 270 586.423
1 -191 204 -300 366 400.512
1 -108 173 45 194 318.869
1 122 208 112 19 388.529
1 14 150 -51 117 155.794
1 -117 -39 -35 350 805.097
2 81 3 -43 -114 350.969
2 114 6 -179 166 677.68
2 -74 -282 105 128 904.742
2 -96 -124 -162 -148 150.456
2 206 191 -190 -149 1053.87
2 24 36 57 5 100.554
2 63 -108 213 -86 313.21
2 22 -4 -50 -177 384.769
2 -233 150 3 97 493.756
2 -14 -10 -181 210 562.409
