# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 78 310 224 151 441.727 4
0 37 171 18 277 225.379 7
0 208 239 79 41 482.631 8
0 -12 94 102 168 281.823 6
0 130 241 28 62 422.044 4
0 212 209 105 312 307.039 6
0 23 162 97 113 187.505 7
0 97 244 78 79 342.181 3
0 16 161 171 123 329.18 10
0 191 78 74 66 245.228 2
0 159 172 -28 133 392.047 3
0 124 83 93 176 206.061 8
0 97 96 101 303 424.077 1
0 139 152 199 71 211.604 10
0 142 161 206 221 185.454 4
1 -124 61 -90 142 185.693 7
1 -56 253 -96 173 188.885 1
1 -137 258 37 175 395.565 7
1 -161 183 -105 276 227.117 3
1 -113 162 -138 296 282.624 7
1 -57 209 -196 172 297.68 2
1 -203 256 -46 288 330.456 9
1 -100 173 -172 108 204 8
1 -111 61 -131 58 50.4475 10
1 -98 175 -125 254 176.973 3
1 29 236 -57 206 192.165 1
1 -192 138 -22 89 363.842 3
1 -118 186 -49 126 192.877 4
1 -107 177 -94 308 273.287 8
1 -159 186 -54 119 259.11 6
2 109 15 -90 -93 462.836 10
2 -2 106 -72 -116 475.549 3
2 -5 -29 -12 -1 67.7235 3
2 46 -9 77 23 99.1067 9
2 -74 105 -56 38 148.752 10
2 22 -91 -28 -21 182.047 8
2 56 7 -101 107 382.285 4
2 -28 -26 -10 -33 48.6264 7
2 -124 70 -23 17 238.123 2
2 -47 52 -92 66 104.255 3
2 -20 -138 9 125 539.188 10
2 81 -52 77 -39 37.2029 4
2 -2 56 -78 103 188.718 2
2 -34 -30 -46 -36 36.8328 10
2 -89 -3 37 -68 293.556 5
