# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1400

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 209 254 88 179 294.717 4
0 160 223 90 178 176.433 7
0 174 311 90 111 443.848 8
0 101 167 212 308 368.898 6
0 89 21 -24 307 625.028 4
0 -58 212 106 175 346.244 6
0 -46 165 97 172 296.342 7
0 111 156 66 42 255.12 3
0 53 312 41 113 408.723 10
0 100 185 272 83 409.94 2
0 112 158 59 151 116.921 3
0 100 170 25 266 253.647 8
0 98 237 133 244 81.3863 1
0 199 233 144 177 166.984 10
0 -19 86 225 292 648.661 4
1 -58 190 -243 286 426.85 7
1 -180 31 -71 5 234.116 1
1 -93 104 -49 186 196.118 7
1 -76 181 -115 157 101.586 3
1 -109 147 34 212 324.159 7
1 -230 244 -75 175 349.329 2
1 -158 183 -36 1 448.215 9
1 -30 154 -45 115 93.5703 8
1 -119 177 -105 109 148.852 10
1 -186 74 -99 108 196.815 3
1 -98 172 -244 306 406.343 1
1 -250 256 -94 182 355.323 3
1 -118 111 -268 274 453.03 4
1 -210 229 81 154 611.019 8
1 -77 213 -160 302 253.393 6
2 -68 35 111 -156 533.534 10
2 31 -82 -129 133 546.004 3
2 -188 58 -120 -41 250.208 3
2 -27 169 -44 -126 600.979 9
2 -13 44 0 0 101.761 10
2 0 -2 54 55 167.035 8
2 160 64 9 -62 403.329 4
2 173 -46 86 33 245.032 7
2 -118 -138 -77 -74 162.013 2
2 -197 8 -159 -110 257.935 3
2 -96 16 -71 -130 306.25 10
2 -136 59 70 94 427.904 4
2 116 -66 -4 -59 250.408 2
2 61 -25 5 14 146.484 10
2 -65 -136 151 -68 462.902 5
