# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1600

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 29 108 240 292 569.918 4
0 -44 110 30 456 717.65 7
0 230 100 46 -55 491.169 8
0 133 25 152 437 834.876 6
0 57 418 76 162 523.408 4
0 210 229 74 194 290.863 6
0 236 131 176 346 456.43 7
0 334 -1 -43 136 812.242 3
0 145 223 -7 65 448.488 10
0 -98 176 33 377 489.842 2
1 -168 266 -204 -14 574.61 3
1 -13 165 -174 127 340.847 8
1 -19 314 -114 232 260.99 1
1 -47 96 -73 190 205.059 10
1 -190 -4 -5 29 385.84 4
1 -212 117 -77 92 284.591 7
1 -182 241 -92 2 520.768 1
1 82 218 -152 322 522.141 7
1 -64 191 -97 197 77.082 3
1 -337 71 -199 -22 342.824 7
2 -15 27 -70 -145 371.159 2
2 230 -7 -105 191 788.278 9
2 -133 106 -103 -72 371.021 8
2 141 -88 239 39 330.83 10
2 -200 -18 31 77 509.544 3
2 140 -211 -26 90 697.479 1
2 8 15 -84 155 345.046 3
2 -12 -34 88 -184 370.555 4
2 176 -37 0 0 369.694 8
2 -10 -9 -23 38 107.529 6
