# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 650

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 83 239 100 169 154.069 4
0 26 134 62 235 224.448 7
0 100 173 93 118 120.887 8
0 129 178 2 117 291.78 6
0 163 187 56 173 225.824 4
0 101 243 92 159 178.962 6
0 84 175 26 88 219.122 7
0 115 186 153 186 86 3
0 97 177 88 222 101.782 10
0 21 132 22 153 52.0476 2
1 -88 119 -167 200 236.292 3
1 -106 158 -84 158 54 8
1 -15 80 -100 40 197.883 1
1 -135 64 -160 276 436.938 10
1 -125 159 -156 214 136.27 4
1 -115 268 -87 135 281.831 7
1 -18 144 -117 267 325.785 1
1 -81 183 -85 189 24.4222 7
1 -92 185 -81 177 37.2029 3
1 -123 256 -114 167 188.908 7
2 -65 -89 -9 -10 203.67 2
2 43 26 1 11 99.1964 9
2 -25 117 -6 -32 310.413 8
2 16 -108 -118 -36 314.237 10
2 119 -20 72 -26 104.763 3
2 0 0 -2 24 58.1664 1
2 0 0 0 0 10 3
2 -126 -59 30 44 383.872 4
2 60 -33 29 -16 80.7107 8
2 5 4 102 18 206.01 6
