# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 850

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 244 180 80 47 432.303 4
0 88 185 84 296 232.144 7
0 84 217 84 189 66 8
0 136 242 62 152 243.032 6
0 163 71 66 112 220.618 4
0 90 187 123 222 106.208 6
0 115 283 -10 157 364.97 7
0 108 86 51 145 174.073 3
0 78 159 -5 143 179.056 10
0 93 185 84 106 169.022 2
1 -89 132 -184 161 208.655 3
1 -78 59 -168 93 202.416 8
1 -218 153 -94 168 259.808 1
1 -78 168 -54 226 135.539 10
1 -16 135 -209 185 408.743 4
1 -190 131 -93 158 211.375 7
1 -93 176 -48 224 141.59 1
1 -97 287 -92 37 510.1 7
1 -118 308 -136 43 541.221 3
1 -13 229 -7 188 92.8734 7
2 20 0 -109 -33 276.308 2
2 -46 -110 -133 -10 275.096 9
2 -39 -114 -63 132 504.336 8
2 49 44 16 -98 301.568 10
2 -39 -20 -19 48 151.76 3
2 -113 45 29 119 330.25 1
2 -28 -107 13 12 261.73 3
2 -76 -67 66 65 397.753 4
2 -16 10 -17 68 126.017 8
2 -28 37 -10 -52 191.604 6
