# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 158 52 90 152 251.859 4
0 208 133 96 177 250.666 7
0 258 152 116 141 294.851 8
0 104 145 -21 100 275.707 6
0 116 -1 163 307 633.131 4
0 -54 289 88 162 391.014 6
0 111 173 -16 81 323.643 7
0 100 175 59 328 326.796 3
0 97 134 241 81 316.888 10
0 63 243 126 172 199.842 2
1 -108 279 -117 174 220.77 3
1 -290 159 -168 143 256.089 8
1 -24 184 -197 190 356.208 1
1 -86 157 -86 206 108 10
1 -81 166 90 201 359.09 4
1 -96 172 -170 83 241.491 7
1 -159 104 -117 69 119.343 1
1 -214 149 15 156 468.214 7
1 49 45 -94 187 413.053 3
1 54 49 -147 78 416.163 7
2 18 65 97 26 186.204 2
2 -18 71 -7 26 102.65 9
2 -19 20 15 -70 202.416 8
2 -41 66 -30 -179 500.494 10
2 -66 -162 0 0 359.857 3
2 -21 -2 -14 15 46.7696 1
2 39 -152 88 132 586.392 3
2 81 9 -59 175 444.309 4
2 23 5 -84 -117 334.549 8
2 -114 -56 82 -53 402.046 6
