# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 0 -21 143 159 469.778 4
0 -57 323 253 24 871.397 7
0 33 -90 -60 264 742.025 8
0 114 235 111 180 120.164 6
0 100 176 125 14 337.835 4
0 26 180 -14 180 90 6
0 265 95 203 149 174.438 7
0 116 173 70 224 147.361 3
0 202 104 375 249 461.46 10
0 100 136 81 177 100.377 2
0 79 232 230 49 484.51 3
0 104 343 339 55 753.422 8
0 226 113 101 174 288.18 1
0 294 351 103 172 533.534 10
0 116 -25 110 174 408.181 4
1 -109 164 -1 289 340.388 7
1 129 161 -12 329 448.657 1
1 15 257 -128 163 352.257 7
1 2 53 88 152 272.275 3
1 -89 -86 -102 181 544.633 7
1 -63 165 -92 186 81.6101 2
1 -262 341 1 -3 876.037 9
1 -291 387 -139 145 581.552 8
1 -183 144 -5 73 393.275 10
1 -124 368 -10 169 468.681 3
1 168 208 -150 178 648.824 1
1 -147 47 -187 -75 266.78 3
1 -123 24 34 -35 345.44 4
1 -93 85 -392 219 665.308 8
1 -184 199 -197 356 325.075 6
2 -216 -13 69 108 629.245 10
2 15 1 -50 119 279.436 3
2 -78 41 58 4 291.887 3
2 23 92 -34 31 176.973 9
2 -81 -133 -21 -76 175.517 10
2 15 -86 0 0 184.597 8
2 76 -57 -3 3 208.404 4
2 0 0 8 -9 34.0832 7
2 27 -1 16 -24 60.9902 2
2 -224 140 9 0 553.651 3
2 64 116 218 -26 428.951 10
2 44 227 263 -19 668.717 4
2 22 -78 -18 145 463.118 2
2 164 -56 -149 28 658.151 10
2 -72 182 165 -124 784.093 5
