# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1400

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 58 125 184 148 266.164 4
0 74 93 48 149 133.483 7
0 210 71 265 133 175.759 8
0 158 175 -25 184 376.442 6
0 114 116 39 170 194.835 4
0 29 28 222 178 498.872 6
0 104 323 113 208 240.703 7
0 176 135 52 315 447.154 3
0 184 36 101 227 426.509 10
0 158 107 190 32 173.083 2
0 235 118 -43 119 566.004 3
0 82 269 60 158 236.318 8
0 116 185 126 234 110.02 1
0 225 127 -24 29 545.182 10
0 158 300 81 154 340.121 4
1 -152 146 26 189 376.24 7
1 -263 137 -109 158 320.85 1
1 -100 173 -148 173 106 7
1 -24 174 -140 213 254.761 3
1 -71 194 -22 202 109.298 7
1 -144 23 85 225 620.721 2
1 -70 208 -69 247 88.0256 9
1 -216 166 -74 11 430.424 8
1 -137 186 -63 316 309.172 10
1 32 294 -102 156 394.708 3
1 -49 196 -192 331 403.314 1
1 -114 156 -151 205 132.801 3
1 -130 85 -80 173 212.425 4
1 -100 173 -138 200 103.231 8
1 -119 24 -65 356 682.726 6
2 151 116 -110 99 533.106 10
2 86 -121 105 -97 71.2209 3
2 87 143 -12 -6 367.782 3
2 -174 -56 -39 49 352.053 9
2 -64 127 -110 -128 528.232 10
2 -145 -93 134 138 734.436 8
2 152 39 106 -69 244.776 4
2 90 80 -19 -78 393.901 7
2 7 17 69 66 168.051 2
2 -24 19 -1 1 68.4123 3
2 104 -21 -127 8 475.626 10
2 42 109 0 0 243.624 4
2 65 -12 -42 -28 226.379 2
2 109 31 -15 118 312.952 10
2 0 36 -123 -47 306.769 5
