# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -264 -92 -209 -28 178.772 4
0 -222 -75 -158 -70 138.39 7
0 -141 -38 -92 54 218.471 8
0 -205 -66 -158 -46 112.157 6
0 -206 -262 -186 -122 292.843 4
0 -345 -94 -149 -112 403.65 6
0 -172 -258 -188 32 590.882 7
0 -321 -215 -170 65 646.242 3
0 -126 -191 -213 -148 204.093 10
0 -139 -59 -163 -114 130.017 2
0 -146 -79 -336 -88 390.426 3
0 -177 -208 -33 -196 298.998 8
0 -167 -131 -255 -48 251.934 1
0 -244 -37 -268 -49 63.6656 10
0 -207 -100 -21 -89 382.65 4
1 -293 -9 -154 153 436.919 7
1 -250 139 -18 45 510.64 1
1 -288 119 -243 51 173.083 7
1 -223 213 -189 100 246.008 3
1 -256 47 -118 237 479.655 7
1 -168 95 -274 145 244.401 2
1 -188 92 -371 115 378.879 9
1 -156 133 -200 141 99.4427 8
1 -152 157 -225 32 299.51 10
1 -198 94 -199 108 38.0713 3
1 -206 121 -84 230 337.2 1
1 -185 -45 -18 138 505.492 3
1 -158 40 -382 164 522.062 4
1 -163 113 -294 -5 362.619 8
1 -255 239 -236 118 254.965 6
2 164 -68 163 -123 120.018 10
2 0 -170 -95 -67 290.243 3
2 109 -139 -4 -100 249.082 3
2 136 -119 -64 13 489.266 9
2 -17 -102 -6 -128 66.4624 10
2 -6 -17 -3 -80 136.143 8
2 72 -205 67 -81 258.202 4
2 -15 -171 70 -134 195.408 7
2 -102 -229 28 -48 455.695 2
2 132 -48 -34 -166 417.333 3
2 0 -99 14 -167 148.852 10
2 -19 78 162 -149 590.655 4
2 -55 -94 -62 -228 278.365 2
2 -41 -44 -185 -159 378.57 10
2 56 -76 -11 -27 176.012 5
3 -149 185 -39 72 325.398 8
3 -183 37 85 108 564.491 9
3 116 253 -143 40 680.671 5
3 47 189 -70 52 370.322 6
3 109 -22 9 -53 219.39 1
3 32 282 30 24 526.016 4
3 -61 65 59 129 282 7
3 45 2 -68 153 387.2 2
3 -18 115 -96 191 227.807 1
3 14 236 -66 135 267.69 7
3 -107 35 5 146 325.373 4
3 -13 107 -42 41 154.18 3
3 -22 -19 -125 206 504.91 1
3 81 156 38 -60 450.477 7
3 -139 42 15 74 324.579 2
4 333 -122 327 -92 71.1882 6
4 159 -200 305 -16 479.774 6
4 230 -115 151 -176 209.62 5
4 223 -217 157 -82 310.54 8
4 295 10 331 9 82.0278 7
4 189 -109 131 -48 178.345 6
4 366 -174 187 -121 383.363 7
4 171 -270 17 -109 455.587 10
4 244 -135 301 -134 124.018 4
4 205 -68 332 -73 264.197 8
4 225 -48 281 76 282.118 5
4 270 -101 248 -130 82.8011 6
4 304 -71 121 -93 378.635 3
4 105 -248 131 67 642.142 6
4 51 -170 211 -95 363.412 5
5 87 130 121 -15 307.866 8
5 330 -49 179 94 425.933 5
5 153 58 371 9 456.878 5
5 72 -38 253 -11 376.005 4
5 254 -74 295 185 534.45 1
5 241 122 172 117 148.362 8
5 187 -3 193 91 198.383 9
5 157 133 50 121 225.342 7
5 325 253 196 -9 594.072 9
5 306 7 28 196 682.324 9
5 146 138 255 99 241.534 5
5 318 96 158 -45 436.526 4
5 156 64 280 137 297.785 2
5 217 83 200 100 58.0833 5
5 108 84 156 84 106 10
