# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 93 -9 215 -42 262.769 4
0 235 -117 229 -78 88.9177 7
0 231 -67 144 -154 256.073 8
0 200 -19 263 122 318.869 6
0 322 -43 200 74 348.071 4
0 351 -38 363 -63 65.4617 6
0 111 -65 312 91 518.869 7
0 237 -177 64 77 624.638 3
0 91 5 55 71 160.36 10
0 234 -48 132 51 294.289 2
0 166 180 85 31 349.187 3
0 132 41 223 86 213.037 8
0 170 66 102 -47 273.765 1
0 178 65 86 -115 414.297 10
0 96 7 199 14 216.475 4
1 79 22 -27 276 560.462 7
1 3 270 102 167 295.727 1
1 174 221 108 126 241.353 7
1 11 233 -25 59 365.37 3
1 244 209 88 203 322.231 7
1 174 308 193 124 379.957 2
1 121 176 145 280 223.467 9
1 13 -2 106 -21 199.842 8
1 127 180 117 301 252.825 10
1 239 58 -72 116 642.724 3
1 37 84 5 147 151.322 1
1 100 289 23 212 227.789 3
1 143 111 141 26 180.047 4
1 143 6 109 181 366.545 8
1 141 203 -37 144 385.047 6
2 -11 251 -81 179 210.838 10
2 -130 246 -133 234 34.7386 3
2 -98 360 -159 182 386.324 3
2 49 285 -122 168 424.391 9
2 7 53 -126 200 406.474 10
2 35 156 -89 258 331.123 8
2 -196 310 -196 325 40 4
2 -71 -23 -130 116 312.007 7
2 -72 174 -9 229 177.26 2
2 -217 230 -149 304 210.998 3
2 -103 210 -82 308 210.449 10
2 -38 278 -77 168 243.418 4
2 -111 86 -193 191 276.451 2
2 -99 173 -241 41 397.753 10
2 -99 224 -163 251 148.924 5
3 -330 47 -279 -86 294.886 8
3 -385 34 -210 19 361.283 9
3 -180 62 -308 -132 474.844 5
3 -118 86 -196 -39 304.679 6
3 -140 -12 -188 -15 106.187 1
3 -129 -85 -183 -186 239.059 4
3 -273 20 -209 14 138.561 7
3 -88 126 -172 -108 507.24 2
3 -141 -153 -211 -2 342.872 1
3 -123 -97 -193 -83 152.773 7
3 -185 -81 -282 -120 219.093 4
3 -278 -34 -157 21 275.827 3
3 -222 66 -80 73 294.345 1
3 -193 29 -117 104 223.551 7
3 -342 36 -260 150 290.856 2
4 -56 -66 -104 -176 250.033 6
4 -7 -331 -10 -77 518.035 6
4 -181 -86 -93 -177 263.18 5
4 -56 -175 -183 -222 280.836 8
4 -29 -47 -71 -200 327.32 7
4 -17 1 -223 -178 555.81 6
4 -46 -66 -114 -147 221.518 7
4 -234 -183 -109 -168 261.794 10
4 -153 -170 -65 -14 368.218 4
4 -184 -306 -105 -17 609.206 8
4 -184 -62 -31 -23 325.785 5
4 -129 -177 -254 -227 279.258 6
4 -172 -314 59 -184 540.136 3
4 -138 -251 -110 -188 147.884 6
4 30 -71 -127 -36 331.708 5
5 -42 -117 -29 -142 66.356 8
5 230 -172 50 -317 472.277 5
5 197 -74 88 -170 300.496 5
5 -28 -96 74 -278 427.267 4
5 49 -136 -21 -312 388.819 1
5 109 -142 150 -77 163.701 8
5 231 -299 26 -180 484.072 9
5 30 -149 15 -133 53.8634 7
5 120 -353 170 -174 381.704 9
5 163 -90 241 -161 220.95 9
5 12 -132 115 -13 324.77 5
5 -60 -141 114 -187 369.956 4
5 13 -117 92 -244 309.132 2
5 -37 -82 7 -251 359.268 5
5 122 -112 -55 -164 378.961 10
