# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 420 103 26 137 800.929 4
0 267 149 278 -4 316.79 7
0 30 -96 268 -43 497.66 8
0 0 -33 213 156 579.526 6
0 186 16 273 69 213.745 4
0 122 210 80 -219 872.102 6
0 247 81 185 132 170.562 7
0 106 -19 411 -206 725.525 3
0 238 38 41 136 450.059 10
0 212 30 401 -167 556.004 2
0 152 -20 202 -94 188.617 3
0 91 -118 179 244 755.085 8
0 145 14 195 -118 292.305 1
0 116 -101 205 10 294.549 10
0 125 -45 172 89 294.007 4
1 48 55 349 84 614.788 7
1 130 262 172 -108 754.752 1
1 79 100 -132 141 439.893 7
1 14 156 115 -105 569.721 3
1 103 168 -63 203 349.299 7
1 49 297 144 219 255.837 2
1 227 373 55 186 518.146 9
1 158 217 290 254 284.175 8
1 91 167 -21 87 285.274 10
1 -14 146 68 80 220.523 3
1 -111 96 101 217 498.201 1
1 85 52 -36 140 309.232 3
1 173 37 77 241 460.919 4
1 111 253 114 209 98.2043 8
1 119 147 133 159 46.8782 6
2 -97 169 124 256 485.016 10
2 -157 46 -56 274 508.738 3
2 -94 84 -94 168 178 3
2 -118 169 115 95 498.938 9
2 16 288 -165 172 439.963 10
2 -309 187 151 89 950.647 8
2 -135 120 -114 150 83.2393 4
2 130 169 -230 379 843.547 7
2 104 -11 -116 -21 450.454 2
2 87 121 -97 174 392.962 3
2 -77 138 -264 107 389.104 10
2 -164 109 -39 396 636.08 4
2 -303 140 -92 251 486.831 2
2 80 335 -114 -57 884.757 10
2 -50 216 -130 36 403.954 5
3 -231 -48 -196 -58 82.8011 8
3 -200 11 -156 -168 378.657 9
3 -114 -145 -44 115 548.516 5
3 -183 6 -235 115 251.537 6
3 -240 150 -312 180 166 1
3 -189 -222 57 -150 522.64 4
3 -376 176 -51 -177 969.654 7
3 -209 66 -162 -138 428.688 2
3 -3 81 -226 -99 583.163 1
3 -468 132 -210 75 538.443 7
3 -92 59 -244 -52 386.431 4
3 -165 147 -201 229 189.109 3
3 -8 -60 -255 4 520.314 1
3 -212 -43 -167 20 164.842 7
3 -265 84 -140 -150 540.588 2
4 20 21 93 -167 413.351 6
4 -78 -4 166 -186 618.802 6
4 -105 -359 -6 -384 214.216 5
4 -71 -120 -274 -75 425.856 8
4 24 -64 -88 -181 333.932 7
4 -89 -164 79 15 500.979 6
4 -125 -182 -334 -205 430.523 7
4 -67 -292 -63 -149 296.112 10
4 -133 -434 -80 -145 597.639 4
4 -120 -253 -75 95 711.795 8
4 163 -82 -43 -98 423.241 5
4 -156 -417 153 -67 943.769 6
4 -293 -15 35 -386 1000.4 3
4 55 -107 -72 -123 266.008 6
4 83 -339 -62 -354 301.548 5
5 73 -306 -174 -277 507.393 8
5 -47 -344 -57 -193 312.662 5
5 68 -234 114 -220 106.167 5
5 183 -291 184 -438 304.007 4
5 203 -393 116 -221 395.502 1
5 -52 34 26 -171 448.675 8
5 96 -178 248 -122 333.975 9
5 162 -181 30 -208 279.466 7
5 88 -181 25 -181 136 9
5 41 -197 -174 -71 508.401 9
5 -171 -240 -39 -49 474.349 5
5 377 -183 125 -137 522.328 4
5 163 -120 33 -147 275.548 2
5 92 -185 -87 -228 378.185 5
5 157 68 119 -49 256.033 10
