# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -196 -98 -218 24 257.935 4
0 -220 -129 -159 -11 275.669 7
0 -194 -88 -162 -4 189.778 8
0 -212 -106 -140 -170 202.666 6
0 -233 -242 -147 -222 186.59 4
0 -269 -202 -187 -210 174.779 6
0 -186 -189 -288 -50 354.819 7
0 -65 -139 -197 -102 284.175 3
0 -203 -15 -255 -136 273.401 10
0 -127 -43 -205 -77 180.176 2
0 -208 -97 -304 -17 259.928 3
0 -146 -6 -175 -154 311.629 8
0 -173 17 -212 -111 277.619 1
0 -316 -75 -105 -196 496.465 10
0 -223 -109 -289 -27 220.523 4
1 -136 95 -161 148 127.201 7
1 -225 21 -245 199 368.24 1
1 -214 98 -208 92 26.9706 7
1 -184 148 -226 157 95.9069 3
1 -138 172 -239 104 253.516 7
1 -339 48 -210 122 307.436 2
1 -213 -30 -166 109 303.462 9
1 -225 46 -232 167 252.405 8
1 -244 -11 -218 80 199.283 10
1 -140 48 -193 90 145.248 3
1 -128 146 -266 165 288.604 1
1 -201 94 -119 91 174.11 3
1 -272 143 -313 162 100.377 4
1 -242 5 -75 41 351.672 8
1 -245 232 -209 55 371.248 6
2 -7 -109 -108 -155 231.964 10
2 27 -106 121 -42 237.438 3
2 -109 -87 -63 -4 199.789 3
2 -11 -99 -34 24 260.264 9
2 -82 -212 98 -192 372.215 10
2 84 -59 129 -67 101.411 8
2 0 -171 -13 -137 82.8011 4
2 -75 -62 -12 -7 177.26 7
2 -83 -93 -76 -77 44.9285 2
2 -33 -130 -76 -23 240.634 3
2 10 -208 47 -136 171.901 10
2 108 -189 -10 -168 249.708 4
2 -8 -106 -22 -71 85.3923 2
2 -61 -1 -106 -36 124.018 10
2 20 -86 -1 -53 88.2304 5
3 -24 117 69 96 200.683 8
3 0 230 144 92 408.898 9
3 -93 110 87 108 370.022 5
3 18 220 -52 134 231.775 6
3 5 90 1 120 70.531 1
3 43 171 -67 160 231.097 4
3 -93 207 56 148 330.512 7
3 -1 100 0 154 118.019 2
3 28 57 25 167 230.082 1
3 -120 47 21 128 335.22 7
3 -42 209 6 100 248.202 4
3 131 33 -11 104 327.522 3
3 -64 155 -32 -21 367.771 1
3 -18 21 45 111 229.718 7
3 18 72 8 100 69.4643 2
4 125 -192 256 -14 452.018 6
4 258 -157 284 -47 236.062 6
4 252 -183 211 -245 158.661 5
4 254 -118 132 -115 254.074 8
4 192 -29 198 -80 112.703 7
4 230 -120 216 -51 150.812 6
4 72 -157 94 -98 135.936 7
4 218 -196 260 -185 96.8332 10
4 131 -122 212 -99 178.404 4
4 219 -59 209 -96 86.6551 8
4 171 13 177 -128 292.255 5
4 138 -233 210 -86 337.371 6
4 329 -65 149 -235 505.177 3
4 179 -92 211 -121 96.3713 6
4 112 14 179 -132 331.279 5
5 200 98 200 95 16 8
5 223 104 263 85 98.5664 5
5 226 94 230 57 84.4312 5
5 175 228 205 101 270.99 4
5 321 17 202 84 283.13 1
5 160 143 167 76 144.729 8
5 255 142 229 116 83.5391 9
5 198 93 156 190 221.405 7
5 155 160 225 98 197.019 9
5 167 86 181 76 44.4093 9
5 200 93 183 198 222.735 5
5 236 109 183 -35 316.888 4
5 199 215 155 -39 525.566 2
5 150 58 196 134 187.674 5
5 199 100 172 126 84.9667 10
