# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 218 24 249 -4 93.5464 4
0 197 75 145 -4 199.156 7
0 166 -141 248 77 475.824 8
0 263 27 236 -71 213.303 6
0 315 -30 203 0 241.897 4
0 192 -3 253 22 141.848 6
0 282 -120 112 2 428.493 7
0 261 61 233 23 104.403 3
0 237 24 200 0 98.2043 10
0 161 102 182 7 204.587 2
0 202 -26 244 8 118.074 3
0 205 -21 113 11 204.813 8
0 170 -15 177 46 132.801 1
0 190 136 179 -45 372.668 10
0 62 21 202 -1 293.436 4
1 93 173 -10 226 241.672 7
1 45 189 96 167 121.086 1
1 27 134 75 161 120.145 7
1 232 178 165 116 192.571 3
1 180 251 242 139 266.031 7
1 166 87 169 285 406.045 2
1 80 318 135 206 259.552 9
1 41 41 96 168 286.796 8
1 -40 139 115 171 326.538 10
1 168 277 54 286 238.709 3
1 194 221 82 178 249.942 1
1 76 178 77 136 94.0238 3
1 63 37 192 138 337.671 4
1 51 161 141 68 268.836 8
1 157 258 155 53 420.02 6
2 -247 176 -122 36 385.366 10
2 -83 308 -27 124 394.666 3
2 -29 141 -82 273 294.486 3
2 -29 133 -173 241 370 9
2 -152 51 -140 202 312.952 10
2 -55 160 -99 172 101.214 8
2 -156 112 -89 152 166.064 4
2 -67 302 -104 139 344.293 7
2 -29 197 -29 247 110 2
2 -109 319 -154 251 173.083 3
2 -57 136 -181 169 266.632 10
2 -56 237 -33 113 262.23 4
2 7 222 -142 61 448.735 2
2 -66 242 -95 179 148.708 10
2 -93 145 -45 184 133.693 5
3 -204 -36 -186 -26 51.1825 8
3 -129 -27 -103 -61 95.6037 9
3 -175 -97 -197 8 224.56 5
3 -76 -77 -218 -91 295.377 6
3 -211 38 -190 -32 156.164 1
3 -122 42 -201 -148 421.539 4
3 -183 3 -85 84 264.283 7
3 -78 -17 -143 -23 140.553 2
3 -309 -28 -272 -35 85.3127 1
3 -186 -105 -145 79 387.025 7
3 -136 81 -111 107 82.1388 4
3 -188 101 -299 -74 424.468 3
3 -136 120 -186 2 266.312 1
3 -66 5 -201 -104 357.022 7
3 -228 34 -195 38 76.4831 2
4 -116 -99 -117 -65 78.0294 6
4 -98 -174 -33 -127 170.424 6
4 -100 -249 -3 -202 225.574 5
4 -92 -203 -24 -174 157.851 8
4 -188 -223 -55 -295 312.476 7
4 28 -172 -159 -45 462.097 6
4 -165 -218 -45 -138 298.444 7
4 -101 -177 -147 -202 114.709 10
4 -89 -198 -69 -202 50.7922 4
4 -36 -245 -49 -74 352.987 8
4 36 -151 -171 -238 459.079 5
4 -37 -128 -74 -200 171.901 6
4 -85 -183 -33 -178 114.48 3
4 -126 -206 -238 -130 280.703 6
4 -116 -208 -235 -114 313.295 5
5 48 -126 126 -301 393.192 8
5 108 -128 -34 -169 305.601 5
5 69 -111 77 -209 206.652 5
5 122 -284 95 -173 238.473 4
5 109 -226 134 -65 335.859 1
5 96 -269 148 -139 290.029 8
5 122 -177 94 -182 66.8858 9
5 29 -80 102 -250 380.022 7
5 185 -258 183 -266 26.4924 9
5 82 -192 191 -253 259.816 9
5 66 -259 134 -195 196.762 5
5 85 -185 74 -149 85.2861 4
5 195 -237 104 -199 207.231 2
5 74 -191 161 -74 301.602 5
5 166 -160 130 -173 86.5506 10
