# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1400

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 95 -74 121 136 433.207 4
0 179 -5 214 -175 357.131 7
0 348 96 348 -4 210 8
0 223 3 200 0 56.3897 6
0 116 -5 234 -22 248.437 4
0 85 -103 276 57 508.321 6
0 201 8 197 7 18.2462 7
0 148 188 228 53 323.847 3
0 279 -56 348 0 187.73 10
0 90 58 265 -32 403.573 2
0 77 -51 195 -36 247.899 3
0 333 -122 227 -26 296.021 8
0 200 0 263 101 248.076 1
0 236 -10 199 -2 85.71 10
0 182 57 297 155 312.185 4
1 93 206 94 294 186.011 7
1 63 202 110 300 227.375 1
1 -10 72 94 67 218.24 7
1 98 130 85 207 166.179 3
1 -47 168 100 163 304.17 7
1 103 129 48 197 184.917 2
1 -35 252 179 33 622.395 9
1 192 87 85 161 270.192 8
1 59 158 183 147 258.974 10
1 50 245 231 308 393.301 3
1 94 215 146 336 273.401 1
1 100 252 191 280 200.421 3
1 100 189 100 173 42 4
1 127 103 101 284 375.716 8
1 -81 181 219 47 667.133 6
2 -5 320 -194 281 395.964 10
2 -104 179 -153 272 220.238 3
2 -9 178 -252 243 513.086 3
2 -99 175 -190 289 301.733 9
2 -28 337 -21 54 576.173 10
2 -178 94 -171 202 226.453 8
2 -163 211 -105 170 152.056 4
2 -104 129 -23 125 172.197 7
2 -97 181 -162 139 164.777 2
2 15 301 -163 52 622.16 3
2 -93 194 -92 99 200.011 10
2 -21 98 -104 101 176.108 4
2 -39 277 -39 117 330 2
2 -89 163 -117 108 133.434 10
2 -3 259 35 134 271.297 5
3 -145 -53 -194 28 199.336 8
3 -246 -53 -261 87 291.603 9
3 -146 -143 -121 166 630.019 5
3 -149 17 -205 -65 208.595 6
3 -198 0 -314 -113 333.883 1
3 -171 42 -74 -6 226.453 4
3 -284 -151 -284 109 530 7
3 -160 6 -222 -70 206.163 2
3 -90 -143 -71 -28 243.118 1
3 -224 -22 -238 0 62.1536 7
3 -224 71 -211 -7 168.152 4
3 -199 24 -231 0 90 3
3 -219 -39 -247 -27 70.9262 1
3 -159 82 -202 -10 213.106 7
3 -243 -130 -240 -73 124.158 2
4 -45 -131 -113 15 332.118 6
4 -150 -90 -92 -170 207.626 6
4 -27 -127 -178 -320 500.102 5
4 32 -250 -114 -156 357.287 8
4 -96 -179 -124 -160 77.6757 7
4 -153 -192 -160 -335 296.342 6
4 -1 -10 -66 -177 368.408 7
4 85 -138 -153 -211 507.888 10
4 -291 -157 15 -245 646.805 4
4 -19 -165 -80 -158 132.801 8
4 -176 -157 -199 -326 351.116 5
4 -111 -68 -293 -149 408.422 6
4 -23 -329 -163 -133 491.73 3
4 -100 -224 -136 -354 279.785 6
4 -131 -166 -285 -197 324.178 5
5 196 -172 201 -73 208.252 8
5 103 -293 218 -130 408.969 5
5 89 -177 129 -180 90.2247 5
5 4 -8 84 -170 371.353 4
5 255 -99 266 -280 372.668 1
5 4 -199 233 -92 515.529 8
5 153 -111 103 -190 196.987 9
5 100 -95 156 -330 493.16 7
5 228 -198 81 -174 307.893 9
5 87 -173 106 -160 56.0435 9
5 42 -194 87 20 447.36 5
5 172 -58 -57 -166 516.379 4
5 -70 -201 149 -46 546.604 2
5 11 -125 195 -129 378.087 5
5 90 -176 10 -131 193.576 10
