# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 196 -14 308 8 238.281 4
0 210 -10 264 31 145.602 7
0 91 89 222 6 320.161 8
0 20 -4 144 10 259.576 6
0 261 19 199 -2 140.92 4
0 160 101 186 -56 328.277 6
0 164 73 101 -63 309.767 7
0 264 -176 187 -11 374.165 3
0 188 -45 221 3 126.499 10
0 269 1 240 41 108.813 2
0 247 -177 161 62 518.004 3
0 230 -42 341 -90 251.868 8
0 387 -9 228 -18 328.509 1
0 126 -98 60 5 254.663 10
0 155 165 102 -65 482.055 4
1 63 112 51 65 107.015 7
1 119 268 6 272 236.142 1
1 188 346 -59 158 630.816 7
1 79 173 93 353 371.087 3
1 -13 150 -55 215 164.777 7
1 -55 247 74 105 393.693 2
1 241 297 79 140 461.19 9
1 203 326 220 288 93.2586 8
1 153 116 59 207 271.664 10
1 64 195 72 145 111.272 3
1 18 303 215 274 408.246 1
1 -33 183 273 128 631.807 3
1 54 320 145 172 357.477 4
1 -44 144 34 168 173.218 8
1 161 250 197 249 82.0278 6
2 -42 154 -40 95 128.068 10
2 -68 288 -90 238 119.252 3
2 -114 172 15 170 268.031 3
2 -113 216 65 219 366.051 9
2 -70 249 48 69 440.46 10
2 -65 163 -99 172 80.342 8
2 -139 252 -220 275 178.404 4
2 -20 204 -229 130 453.428 7
2 63 139 -99 173 341.059 2
2 -109 152 -99 157 32.3607 3
2 -72 233 -163 194 208.01 10
2 -181 78 38 44 453.247 4
2 -119 216 -86 194 89.3221 2
2 -244 226 -173 77 340.103 10
2 -106 177 -204 130 227.375 5
3 -228 -6 -197 124 277.29 8
3 -199 -1 -218 9 52.9418 9
3 -200 -56 -260 -79 138.515 5
3 -200 0 -238 37 116.075 6
3 -96 -46 -174 -43 166.115 1
3 -360 -115 -221 -92 291.78 4
3 -276 117 -199 -2 293.478 7
3 -265 -61 -198 -3 187.234 2
3 -150 47 -184 -140 390.132 1
3 -191 -73 -364 20 402.826 7
3 -143 163 -228 -14 402.703 4
3 -87 -18 -314 72 498.381 3
3 -248 0 -203 180 381.079 1
3 -233 116 -292 12 249.14 7
3 -118 -28 -188 27 188.045 2
4 49 -167 -115 -139 342.746 6
4 0 -329 -96 -208 318.914 6
4 -89 -190 47 -51 398.932 5
4 -71 -180 -61 -268 187.133 8
4 -275 -158 -109 -168 342.602 7
4 -217 -143 -166 -85 164.467 6
4 -272 -122 -100 -173 368.804 7
4 -78 -139 -99 -162 72.2896 10
4 -206 -319 -18 -91 601.026 4
4 -209 -214 -90 -194 251.338 8
4 -254 -280 -107 -175 371.298 5
4 -222 -295 -172 -143 330.025 6
4 -163 -137 -16 -335 503.206 3
4 52 -155 -289 -194 696.446 6
4 -44 -214 -89 -221 101.082 5
5 -62 -178 130 -303 468.21 8
5 139 -133 115 -100 91.6088 5
5 98 -218 44 -166 159.933 5
5 40 2 118 -317 666.795 4
5 19 -334 189 -218 421.611 1
5 239 -221 144 -173 222.876 8
5 86 -157 249 -53 396.704 9
5 152 -127 160 -218 192.702 7
5 184 -238 172 -189 110.896 9
5 99 -170 73 -182 67.2713 9
5 195 -118 35 -96 333.011 5
5 136 -144 -2 -136 286.463 4
5 68 -202 121 -174 129.883 2
5 94 -52 141 -186 294.007 5
5 1 -255 102 -173 270.192 10
