# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1950

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -190 25 -180 -64 189.12 4
0 -48 -284 -202 -108 477.726 7
0 -422 -84 -200 -100 455.152 8
0 -281 -175 -403 45 513.126 6
0 -11 -319 -304 -238 617.98 4
0 -172 -91 -38 -283 478.273 6
0 -363 146 -116 -47 636.923 7
0 -373 -282 -408 -279 80.2567 3
0 -180 134 -151 -308 895.901 10
0 -248 -246 19 -95 623.482 2
0 -302 -377 -122 -184 537.822 3
0 -169 -5 -1 40 357.845 8
0 -198 58 -314 -277 719.03 1
0 -265 -207 -416 55 614.797 10
0 -166 -239 -103 -346 258.338 4
1 -352 36 -6 216 790.041 7
1 -237 276 -410 263 356.975 1
1 -200 160 -189 -155 640.384 7
1 -77 113 -234 241 415.132 3
1 -263 45 -353 -15 226.333 7
1 -337 2 -139 244 635.357 2
1 -371 327 -37 170 748.119 9
1 -17 336 -450 -10 1118.52 8
1 -227 86 -221 134 106.747 10
1 -179 135 -166 140 37.8568 3
1 -165 -127 -238 -114 158.297 1
1 75 176 -264 320 746.633 3
1 -267 162 -190 15 341.892 4
1 -250 -173 -146 176 738.332 8
1 -463 213 -250 -6 620.999 6
2 178 -282 242 -258 146.704 10
2 -72 183 -187 -112 643.246 3
2 -70 -195 150 -310 506.488 3
2 -64 132 -53 -155 584.421 9
2 256 -4 28 -335 813.853 10
2 -98 157 96 -103 658.802 8
2 -213 -169 -53 -69 387.359 4
2 110 -235 100 -91 298.694 7
2 -258 -156 26 69 734.654 2
2 14 -108 227 -108 436 3
2 61 -230 -48 -126 311.31 10
2 -29 -213 197 -321 510.959 4
2 237 -114 205 49 342.223 2
2 -30 -43 -115 -113 230.227 10
2 38 -104 -7 -128 112 5
3 63 111 -43 164 247.023 8
3 80 199 -100 -125 751.285 9
3 -128 57 -138 220 336.613 5
3 87 87 216 245 417.946 6
3 91 242 -154 114 562.844 1
3 88 276 -5 111 388.809 4
3 -107 -35 -220 252 626.889 7
3 64 170 -27 93 248.411 2
3 101 119 170 85 163.844 1
3 -237 139 42 88 577.246 7
3 121 -143 71 65 437.85 4
3 -150 246 -235 137 286.449 3
3 -224 263 -31 8 649.606 1
3 178 151 43 176 284.591 7
3 -141 250 122 -17 759.555 2
4 184 -188 319 -302 363.389 6
4 102 20 314 -196 615.31 6
4 193 -91 166 -210 254.049 5
4 280 -13 91 -38 391.293 8
4 121 -78 92 -300 457.772 7
4 35 -79 -45 -84 170.312 6
4 107 -151 414 -180 626.733 7
4 -6 51 123 112 295.391 10
4 327 132 236 -287 867.536 4
4 32 -101 197 -355 615.776 8
4 226 -72 208 -178 225.035 5
4 143 148 204 -284 882.571 6
4 250 -20 46 -77 433.627 3
4 153 117 200 -45 347.36 6
4 247 -96 260 -195 209.7 5
5 176 129 342 142 343.017 8
5 139 64 174 12 135.363 5
5 211 -98 451 246 848.895 5
5 212 113 28 127 379.064 4
5 175 83 343 89 346.214 1
5 244 26 148 257 510.308 8
5 262 97 174 130 197.968 9
5 450 83 248 -68 514.401 7
5 419 -72 350 120 418.044 9
5 211 113 166 151 127.796 9
5 80 118 142 -2 280.141 5
5 271 7 199 97 240.512 4
5 52 209 410 310 753.949 2
5 159 177 333 -55 590 5
5 355 -22 186 90 415.487 10
