# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 198 2 34 -33 345.386 4
0 369 2 286 -56 212.514 7
0 156 -101 204 -142 136.254 8
0 169 125 97 23 259.704 6
0 111 -70 277 -91 344.646 4
0 212 167 131 91 232.144 6
0 275 61 195 46 172.788 7
0 340 35 259 186 352.707 3
0 271 -82 375 59 360.411 10
0 121 137 141 13 261.205 2
0 232 -15 203 -1 74.405 3
0 336 -70 205 30 339.612 8
0 295 -52 164 -134 319.095 1
0 236 127 356 88 262.357 10
0 133 -43 215 -17 182.047 4
1 71 202 179 72 348.018 7
1 80 248 111 297 125.966 1
1 9 249 60 291 142.136 7
1 179 305 103 302 162.118 3
1 66 234 83 149 183.367 7
1 -85 136 102 177 392.884 2
1 100 173 41 282 257.887 9
1 142 62 1 208 415.941 8
1 78 69 280 209 501.544 10
1 -41 138 8 76 168.051 3
1 51 22 143 281 559.709 1
1 91 91 127 150 148.232 3
1 110 357 141 207 316.34 4
1 104 153 -28 152 274.008 8
1 222 199 94 267 299.883 6
2 -82 173 -247 123 354.819 10
2 -152 305 -78 259 184.264 3
2 60 283 -192 74 664.782 3
2 -69 167 -7 23 323.56 9
2 -242 210 -98 185 302.308 10
2 -149 -13 7 238 601.057 8
2 -25 231 -176 196 320.006 4
2 -165 153 -146 230 168.619 7
2 0 251 -106 174 272.031 2
2 -186 58 -25 245 503.518 3
2 -196 80 -126 212 308.824 10
2 -13 280 5 216 142.966 4
2 58 75 -103 213 434.099 2
2 -111 223 -115 63 330.1 10
2 -117 159 -88 280 258.853 5
3 -193 -44 -184 -11 78.4105 8
3 -145 13 -203 74 178.345 9
3 -265 -45 -244 66 235.938 5
3 -188 -5 -126 -96 230.227 6
3 -204 85 -239 -12 216.243 1
3 -239 -19 -248 135 318.526 4
3 -316 -1 -142 68 384.363 7
3 -202 -141 -366 95 584.776 2
3 -329 2 -200 0 268.031 1
3 -210 -5 -105 -82 270.415 7
3 -165 68 -170 -31 208.252 4
3 -35 75 -201 -2 375.978 3
3 -328 99 -175 -70 465.939 1
3 -217 24 -229 15 40 7
3 -164 -11 -211 -7 104.34 2
4 -84 -119 -180 -219 287.244 6
4 -158 -222 -115 -171 143.417 6
4 -74 -207 -1 -143 204.165 5
4 -126 -184 -132 -173 35.0599 8
4 -217 -163 -62 -120 331.708 7
4 -81 -149 -114 -169 87.1751 6
4 -102 -91 -21 -211 299.558 7
4 29 -169 -149 -318 474.263 10
4 57 -68 -33 -226 373.67 4
4 21 -294 -85 -121 415.783 8
4 55 -95 -91 -188 356.208 5
4 -159 -285 -141 -285 46 6
4 -96 -173 4 -105 251.859 3
4 -70 -114 -155 -144 190.278 6
4 -179 -124 -78 -290 398.623 5
5 97 -186 191 -271 263.464 8
5 60 -224 -36 -160 240.755 5
5 212 -199 29 -255 392.753 5
5 148 -346 132 -161 381.381 4
5 58 -91 107 -162 182.534 1
5 100 -133 58 -71 159.773 8
5 185 -87 136 -160 185.841 9
5 56 -84 -47 -50 226.933 7
5 74 -101 221 -183 346.648 9
5 46 -53 109 -259 440.836 9
5 225 -163 144 -145 175.952 5
5 231 -97 12 -319 633.683 4
5 141 -77 170 -198 258.853 2
5 170 -174 145 -226 125.395 5
5 90 -200 136 -198 102.087 10
