# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 65 194 282 -174 864.431 4
0 187 17 196 2 44.9857 7
0 229 19 182 293 566.004 8
0 276 -84 121 96 485.079 6
0 -58 -142 246 5 685.352 4
0 262 72 99 -129 527.571 6
0 -73 120 139 92 437.682 7
0 196 -21 245 -43 117.424 3
0 377 156 87 205 598.221 10
0 293 -139 311 -161 66.8507 2
0 236 -1 416 -91 412.492 3
0 173 -259 208 -48 437.766 8
0 263 11 77 232 587.709 1
0 121 -256 410 124 964.821 10
0 162 -5 314 221 554.72 4
1 161 339 54 -118 948.718 7
1 2 403 98 140 569.946 1
1 57 159 67 163 31.5407 7
1 260 136 2 120 526.991 3
1 89 137 128 469 678.566 7
1 161 291 107 174 267.721 2
1 104 163 180 455 613.457 9
1 185 -46 200 154 411.123 8
1 -37 325 97 173 415.265 10
1 256 73 -118 102 760.245 3
1 273 160 61 154 434.17 1
1 123 252 -37 380 419.8 3
1 161 93 33 -18 348.851 4
1 3 68 255 -52 568.226 8
1 373 178 80 290 637.353 6
2 -92 89 -58 77 82.111 10
2 139 235 -33 256 356.554 3
2 31 -78 -167 17 449.222 3
2 -161 178 -221 160 135.284 9
2 -53 247 -270 375 513.877 10
2 -91 159 -84 111 107.015 8
2 -280 359 -306 -17 763.796 4
2 65 -13 -111 453 1006.26 7
2 -21 50 -158 -107 426.74 2
2 -95 166 40 254 332.298 3
2 -33 104 -87 177 191.604 10
2 -269 141 -91 294 479.438 4
2 -278 229 -80 135 448.361 2
2 -25 209 23 377 359.445 10
2 -7 211 -71 240 150.528 5
3 -81 -91 -360 37 623.922 8
3 -210 12 -198 4 38.8444 9
3 -114 31 -165 153 274.462 5
3 -417 63 -336 143 237.693 6
3 -206 18 -199 1 46.7696 1
3 -235 -2 -344 -117 326.897 4
3 -337 168 -154 -5 513.659 7
3 -240 125 -77 -202 740.748 2
3 -345 -152 -280 171 668.951 1
3 -281 -109 -98 -9 427.08 7
3 -87 -140 -290 152 721.261 4
3 -110 43 -221 -279 691.19 3
3 -190 -230 -189 91 652.003 1
3 -92 -128 -385 51 696.702 7
3 -110 86 11 184 321.416 2
4 128 -171 -68 114 701.783 6
4 -26 -257 -298 -161 586.888 6
4 -137 -117 -30 -385 587.141 5
4 -100 -177 31 -132 287.027 8
4 125 -216 -220 75 912.676 7
4 -125 -180 -103 -126 126.619 6
4 -389 -153 -295 -83 244.401 7
4 -93 30 -89 -137 344.096 10
4 71 -7 -98 -200 523.069 4
4 -328 -48 -134 -275 607.21 8
4 120 -198 -290 -171 831.776 5
4 4 -117 11 -70 105.037 6
4 27 -69 -80 -192 336.055 3
4 -92 -73 -27 -288 459.222 6
4 -111 -153 66 -170 365.629 5
5 226 -317 83 -178 408.848 8
5 120 -36 221 98 345.601 5
5 105 -375 -112 -33 820.069 5
5 -109 -379 38 -292 351.631 4
5 -14 -231 61 -362 311.901 1
5 228 -223 -97 -180 665.665 8
5 332 -98 119 -432 802.275 9
5 200 -28 63 -102 321.416 7
5 143 -212 -63 -75 504.793 9
5 96 -110 80 -111 42.0624 9
5 261 -326 91 -177 462.111 5
5 141 -108 75 -359 529.065 4
5 89 -90 92 -160 150.129 2
5 110 -243 140 -38 424.367 5
5 -26 -144 42 -52 238.806 10
