# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -195 -161 -147 -169 107.324 4
0 -370 14 -214 -185 515.715 7
0 -167 -377 -290 -347 263.211 8
0 -81 -20 -144 -213 416.044 6
0 -236 -93 -298 32 289.063 4
0 -170 -238 -163 -11 464.216 6
0 -200 -36 -57 108 415.882 7
0 -71 -92 -23 -291 419.414 3
0 -199 4 -124 37 173.878 10
0 -370 -246 -296 172 858.999 2
0 -207 -240 -209 -98 294.028 3
0 -285 -100 -169 -93 242.422 8
0 -194 -80 -161 -23 141.727 1
0 -294 -102 -206 -83 190.056 10
0 -258 -104 -250 -45 129.08 4
1 -141 259 -200 100 349.187 7
1 -44 -7 -355 212 770.742 1
1 -288 -5 -284 19 58.6621 7
1 -440 188 -178 83 574.514 3
1 35 87 -125 103 331.596 7
1 -400 78 -460 52 140.782 2
1 -185 51 -230 90 129.097 9
1 -245 168 -160 363 435.441 8
1 -215 281 33 99 625.233 10
1 -403 -63 -245 169 571.384 3
1 -236 61 -246 105 100.244 1
1 -260 -37 6 119 626.74 3
1 -467 -19 -149 204 786.796 4
1 -470 171 52 13 1100.78 8
1 -221 -60 -259 182 499.931 6
2 185 53 30 86 326.948 10
2 32 -131 -182 46 565.428 3
2 1 -78 86 -140 220.419 3
2 -6 -112 28 -95 86.0263 9
2 0 -100 8 -86 42.249 10
2 52 -348 -148 88 969.366 8
2 0 20 -48 -287 631.46 4
2 -3 -2 101 -276 596.147 7
2 -166 -236 99 66 813.565 2
2 -3 -100 57 -66 147.928 3
2 147 -11 5 -121 369.244 10
2 74 -210 259 -230 382.156 4
2 20 -107 -1 -100 54.2719 2
2 86 -194 -57 2 495.242 10
2 0 -116 -241 -201 521.101 5
3 5 47 -138 123 333.883 8
3 -42 70 188 131 485.903 9
3 50 103 -117 -43 453.644 5
3 -189 81 -52 34 299.676 6
3 -20 245 135 -53 681.801 1
3 29 50 -14 201 324.006 4
3 94 296 14 105 424.155 7
3 -44 211 -133 253 206.825 2
3 -182 -60 1 100 496.165 1
3 17 -38 17 84 254 7
3 -107 115 -34 180 205.489 4
3 216 -10 -73 -115 624.967 3
3 275 127 34 -24 578.795 1
3 154 -74 -149 349 1050.65 7
3 -119 -154 -43 104 547.922 2
4 -49 -61 127 -138 394.213 6
4 295 -77 121 -118 367.53 6
4 -70 -156 176 -83 523.206 5
4 187 -129 190 51 370.05 8
4 40 129 111 -84 459.043 7
4 200 -80 323 12 317.2 6
4 312 -160 -10 -51 689.897 7
4 317 -129 363 140 555.81 10
4 392 -63 240 180 583.247 4
4 291 -24 185 18 238.035 8
4 245 -100 163 -39 214.402 5
4 118 -168 326 148 766.624 6
4 182 -106 15 -21 384.775 3
4 155 -71 193 -330 533.546 6
4 47 135 240 -123 654.401 5
5 220 333 -18 23 791.65 8
5 52 50 246 199 499.232 5
5 168 231 -17 226 380.135 5
5 181 181 186 83 206.255 4
5 8 108 -53 230 282.8 1
5 121 39 94 250 435.441 8
5 57 163 209 97 341.421 9
5 164 -11 109 112 279.474 7
5 253 -21 373 84 328.904 9
5 170 72 216 -71 310.433 9
5 230 63 222 -2 140.981 5
5 218 143 57 353 539.23 4
5 209 265 5 -1 680.439 2
5 47 55 167 89 259.447 5
5 266 115 95 261 459.698 10
