# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -75 -123 -274 74 570.036 4
0 -164 -144 -306 -31 372.949 7
0 -315 -174 -195 -91 301.815 8
0 -252 -77 -275 -128 121.893 6
0 -207 -137 -20 -57 416.787 4
0 -162 -32 -367 -129 463.581 6
0 -271 -54 -191 -38 173.169 7
0 -240 79 -97 -14 351.163 3
0 -205 -96 -225 -74 69.4643 10
0 -312 6 -8 -56 630.516 2
0 -178 -144 -194 -99 105.52 3
0 -378 -63 -263 75 369.271 8
0 -181 -76 -78 -196 326.285 1
0 -179 -120 -200 -105 61.614 10
0 -223 -54 -62 -63 332.503 4
1 -247 136 -214 78 143.462 7
1 -312 128 -191 104 256.714 1
1 -227 107 -350 34 296.063 7
1 -288 166 -148 123 302.91 3
1 -200 278 -79 88 460.515 7
1 -213 110 -234 185 165.769 2
1 -110 85 -227 97 245.228 9
1 -340 15 -239 80 250.217 8
1 -197 9 -202 172 336.153 10
1 -78 33 -177 167 343.209 3
1 -313 81 -360 0 197.297 1
1 -146 -47 -259 20 272.739 3
1 -204 18 -243 97 186.204 4
1 -188 77 -96 -10 263.243 8
1 -115 243 -91 128 244.955 6
2 -92 63 -5 -9 235.858 10
2 -14 -72 -40 -138 151.873 3
2 -104 -156 34 -35 377.069 3
2 88 -214 72 -105 230.336 9
2 -32 -82 54 36 302.027 10
2 4 -203 64 -241 152.042 8
2 128 -96 79 -113 113.73 4
2 -100 26 12 -195 505.52 7
2 158 -59 60 -103 224.849 2
2 -39 -109 46 -151 199.621 3
2 -139 -104 -17 -142 265.562 10
2 -48 -28 1 -103 189.176 4
2 -24 -250 26 -216 130.93 2
2 -89 -100 1 -106 190.4 10
2 -41 -231 -66 -12 450.845 5
3 26 172 169 41 397.866 8
3 -52 121 -112 131 131.655 9
3 9 106 7 32 158.054 5
3 164 181 9 89 370.494 6
3 -9 114 -98 151 202.769 1
3 -180 83 -112 -45 299.883 4
3 -27 97 4 89 74.0312 7
3 -18 84 -2 43 98.0227 2
3 -36 -30 -157 42 291.603 1
3 45 63 147 124 247.697 7
3 154 142 -44 107 412.139 4
3 43 -19 -130 130 466.64 3
3 -55 -42 121 74 431.578 1
3 89 212 2 -16 498.07 7
3 77 -18 -23 7 216.155 2
4 323 19 158 -180 527.015 6
4 208 -138 58 -86 327.515 6
4 214 -261 196 -114 306.196 5
4 187 -110 132 -118 121.158 8
4 318 -72 148 -134 371.906 7
4 267 -25 47 -207 581.048 6
4 167 -282 317 -79 514.813 7
4 184 -91 115 0 238.403 10
4 325 -36 217 -111 272.975 4
4 200 -100 288 -192 264.621 8
4 247 -101 198 -109 109.298 5
4 354 -88 294 -174 219.724 6
4 188 -33 170 -118 183.77 3
4 210 -281 135 -213 212.475 6
4 300 58 104 13 412.199 5
5 272 83 203 3 221.291 8
5 104 167 188 74 260.639 5
5 58 13 121 106 234.66 5
5 207 -94 279 -42 187.629 4
5 224 95 194 100 70.8276 1
5 246 35 259 231 402.861 8
5 241 258 31 140 491.763 9
5 183 -60 261 255 659.027 7
5 280 79 202 100 171.555 9
5 201 63 301 70 210.489 9
5 182 -52 208 -6 115.679 5
5 129 156 170 126 111.607 4
5 202 100 281 265 375.874 2
5 314 6 102 119 490.471 5
5 263 81 62 -31 470.196 10
