# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -165 -97 -184 -104 50.4969 4
0 52 -214 79 -53 336.497 7
0 -257 -319 -195 -99 467.139 8
0 -91 -239 -417 75 915.256 6
0 -189 163 -118 -247 842.204 4
0 -436 -102 -186 -231 572.64 6
0 -197 -197 -58 148 753.898 7
0 -327 -262 31 -35 857.804 3
0 -472 -50 -224 -78 509.151 10
0 -109 -123 -229 -283 410 2
0 -333 -183 -200 -100 323.547 3
0 -304 -40 -356 -324 587.443 8
0 -247 36 -192 -138 374.971 1
0 -107 -135 -34 -106 167.099 10
0 -486 -48 -199 -90 590.114 4
1 -280 62 -198 82 178.808 7
1 -289 -104 -336 81 391.754 1
1 -209 100 -381 -111 554.445 7
1 -206 112 -131 -92 444.7 3
1 -122 -114 -212 104 481.695 7
1 -225 196 -183 168 110.955 2
1 -202 276 -62 97 464.493 9
1 -369 18 -271 -47 245.194 8
1 -27 144 35 37 257.33 10
1 -245 107 -330 2 280.185 3
1 -272 58 -393 -35 315.221 1
1 -338 290 -186 83 523.626 3
1 -351 349 -135 93 679.901 4
1 -112 142 -222 152 230.907 8
1 -270 347 -159 100 551.59 6
2 6 -121 208 -281 525.379 10
2 -7 -97 23 -71 89.3977 3
2 -23 -320 67 -81 520.768 3
2 -155 -198 90 -366 604.135 9
2 -51 -258 -263 -236 436.277 10
2 197 -118 -50 -132 504.793 8
2 123 9 -129 98 544.509 4
2 -238 68 -241 -236 618.03 7
2 -33 -8 -182 -123 386.436 2
2 58 -265 72 183 906.437 3
2 -214 -139 2 -91 452.538 10
2 -89 -252 88 -80 503.611 4
2 -9 -73 151 -184 399.466 2
2 48 -219 -250 -109 645.308 10
2 -83 -224 -99 -211 51.2311 5
3 -141 42 -26 119 286.796 8
3 -180 -63 -1 99 492.846 9
3 155 130 74 338 456.43 5
3 108 90 -221 123 671.302 6
3 -202 14 -163 129 252.866 1
3 -10 101 62 371 568.87 4
3 203 58 -33 219 581.374 7
3 45 82 44 -27 228.009 2
3 -202 17 -52 155 417.647 1
3 -195 125 111 204 642.066 7
3 89 339 34 -128 950.455 4
3 234 3 33 119 474.142 3
3 191 157 267 60 256.455 1
3 167 267 132 348 186.477 7
3 217 160 -7 394 657.864 2
4 211 -100 222 -342 494.5 6
4 190 -99 368 109 557.533 6
4 339 87 216 -132 512.354 5
4 -14 7 -82 -119 296.356 8
4 116 -361 73 -293 170.91 7
4 395 -182 183 -164 435.526 6
4 479 -67 151 189 842.154 7
4 -15 -155 178 -156 396.005 10
4 358 -75 168 -90 391.182 4
4 210 -116 302 -23 271.633 8
4 359 72 250 -110 434.288 5
4 125 -91 376 -237 590.748 6
4 440 -216 203 -109 530.069 3
4 274 -226 497 -86 536.608 6
4 229 -115 199 -102 75.3911 5
5 247 -99 209 105 425.018 8
5 292 -93 127 257 783.886 5
5 402 31 185 90 459.755 5
5 269 15 -38 229 758.452 4
5 297 -107 59 169 738.89 1
5 167 87 136 23 152.225 8
5 192 -122 35 243 804.667 9
5 165 50 161 5 100.355 7
5 160 86 289 178 326.891 9
5 49 -51 204 155 525.601 9
5 -55 -12 145 65 438.621 5
5 179 141 94 100 198.743 4
5 117 -66 272 349 896.002 2
5 158 95 106 34 170.312 5
5 193 -39 119 298 700.058 10
