# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 180 147 283 138 216.785 4
0 88 -67 293 0 441.342 7
0 392 178 179 210 440.781 8
0 72 -177 203 6 460.111 6
0 97 65 238 40 296.398 4
0 186 78 313 -36 351.321 6
0 126 228 204 -2 495.732 7
0 322 -10 61 -64 543.055 3
0 326 -227 43 -23 707.725 10
0 208 -12 51 -20 324.407 2
0 422 -166 468 58 467.349 3
0 125 -65 165 254 652.996 8
0 124 47 200 -16 207.434 1
0 205 32 212 -51 176.589 10
0 108 0 -61 81 384.817 4
1 -94 281 113 160 489.541 7
1 -76 226 32 -109 713.957 1
1 305 347 136 424 381.43 7
1 -165 225 -111 43 389.684 3
1 115 171 227 -88 574.358 7
1 116 202 278 59 442.171 2
1 86 141 276 -57 558.831 9
1 -25 223 -44 95 268.805 8
1 132 217 314 185 379.584 10
1 72 -77 250 -25 380.88 3
1 315 201 221 94 294.851 1
1 158 85 260 191 304.211 3
1 232 177 356 303 363.565 4
1 175 236 -29 249 418.828 8
1 153 164 165 235 154.014 6
2 24 -68 -29 24 222.349 10
2 -156 402 -137 207 401.847 3
2 24 324 -210 81 684.7 3
2 40 121 16 165 110.24 9
2 -109 148 -230 298 395.44 10
2 -6 91 -138 -1 331.795 8
2 -105 183 -232 149 272.945 4
2 -115 339 -171 106 489.27 7
2 66 -12 102 307 652.05 2
2 137 85 6 365 628.259 3
2 -27 119 -124 345 501.874 10
2 -17 -96 -160 148 575.632 4
2 25 193 -99 172 261.531 2
2 -201 358 -171 168 394.708 10
2 -82 245 -208 416 434.815 5
3 -308 218 -288 51 346.387 8
3 -124 277 -134 287 38.2843 9
3 -176 0 -350 -99 410.385 5
3 -59 261 -200 -35 665.735 6
3 -385 44 -85 12 613.404 1
3 -123 202 -235 15 445.95 4
3 -381 81 -141 -174 710.357 7
3 -173 7 -53 147 378.782 2
3 -114 278 -336 -67 830.51 1
3 -168 -260 -23 127 836.545 7
3 -9 -71 -410 -105 814.878 4
3 -193 -11 -249 -17 122.641 3
3 9 162 -27 -123 584.529 1
3 -97 -47 -221 44 317.617 7
3 -205 56 -141 -151 443.336 2
4 59 -201 -69 -330 373.456 6
4 -109 -306 -213 -188 324.579 6
4 -223 -202 -306 -146 210.25 5
4 -38 5 50 -369 778.427 8
4 -100 -179 -37 -122 179.918 7
4 -172 -295 -14 -106 502.687 6
4 -191 -214 -35 118 743.648 7
4 112 -106 -177 -222 632.823 10
4 122 -301 108 -218 178.345 4
4 22 -76 -76 -137 240.868 8
4 -156 -42 -53 -450 851.601 5
4 -78 -185 -79 66 512.004 6
4 -165 -169 -59 -156 223.588 3
4 -162 -248 -48 -372 346.88 6
4 -286 -308 -46 -255 501.565 5
5 -184 -83 319 -341 1140.62 8
5 40 58 -53 -91 361.283 5
5 25 64 14 -167 472.523 5
5 108 -436 7 -323 313.117 4
5 4 -325 -9 -200 261.348 1
5 -168 -297 100 -171 602.284 8
5 154 -8 163 -152 298.562 9
5 99 -198 188 -445 535.09 7
5 103 -177 170 -83 240.868 9
5 98 -173 140 -151 104.826 9
5 -18 -182 106 -203 261.531 5
5 -82 -210 97 -246 375.168 4
5 67 -154 55 -51 217.393 2
5 188 -327 -9 -184 496.859 5
5 2 30 -177 -246 667.927 10
