# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -185 -111 12 82 561.572 4
0 -263 -60 -282 -64 48.833 7
0 -166 -33 -188 -4 82.8011 8
0 -201 -105 -471 -20 576.127 6
0 -30 50 -159 -146 479.285 4
0 -44 107 -348 -61 704.665 6
0 -210 -90 -107 158 547.077 7
0 -311 128 -346 -142 554.518 3
0 -165 -173 -264 15 434.947 10
0 -233 -72 -185 -114 137.562 2
0 -272 -103 -205 -158 183.367 3
0 -153 -260 -190 -172 200.924 8
0 -428 -10 -212 -16 442.167 1
0 -224 -279 -435 2 712.8 10
0 -312 20 -285 18 64.1479 4
1 -249 101 -61 75 389.579 7
1 -268 151 -391 -33 452.651 1
1 -456 75 -105 312 857.042 7
1 -239 104 -196 129 109.479 3
1 -188 -117 -215 69 385.899 7
1 -150 133 -200 114 116.977 2
1 -71 205 -399 228 667.611 9
1 -255 -53 -136 51 326.082 8
1 -156 259 -248 253 194.391 10
1 -249 88 -274 84 60.636 3
1 -202 283 -275 91 420.819 1
1 -283 247 -237 161 205.059 3
1 -288 351 -250 113 492.029 4
1 -28 261 59 129 326.184 8
1 -202 95 -316 47 257.386 6
2 69 -92 2 22 274.462 10
2 127 -158 106 -215 131.491 3
2 174 -171 -33 -102 446.394 3
2 -32 -169 159 68 618.769 9
2 44 -109 3 -157 136.254 10
2 39 -32 16 -111 174.56 8
2 -3 -101 149 -240 421.947 4
2 43 -145 144 -249 299.945 7
2 -111 -278 -184 39 660.594 2
2 -58 -91 194 -172 539.396 3
2 136 -152 21 -106 257.718 10
2 145 -161 -12 -113 338.347 4
2 3 -100 20 -372 555.061 2
2 106 6 271 3 340.055 10
2 -36 -25 33 55 221.291 5
3 12 185 -113 188 260.072 8
3 83 154 1 90 218.038 9
3 -196 275 -135 224 169.022 5
3 -70 -65 1 100 369.255 6
3 -8 320 -103 352 210.489 1
3 -22 100 171 25 424.121 4
3 -8 101 -84 329 490.666 7
3 62 195 -43 354 391.083 2
3 41 -52 -23 36 227.624 1
3 59 41 206 150 376.005 7
3 -9 260 -201 -22 692.314 4
3 66 22 -68 126 349.246 3
3 82 -10 -266 130 760.211 1
3 -51 32 4 85 162.761 7
3 0 100 -9 168 147.186 2
4 115 128 227 -170 646.704 6
4 192 -99 350 -57 336.974 6
4 19 -100 470 -90 912.222 5
4 321 -281 105 -327 451.688 8
4 319 127 98 101 455.048 7
4 172 52 275 -89 359.228 6
4 72 -221 285 -33 578.201 7
4 155 -302 251 146 926.341 10
4 -49 -20 165 61 467.633 4
4 184 -157 211 -300 301.053 8
4 0 16 369 -90 777.846 5
4 484 -161 50 -17 924.532 6
4 260 -58 -10 -79 551.631 3
4 199 -141 167 17 332.416 6
4 153 25 210 -97 279.318 5
5 156 211 375 -79 736.804 8
5 226 191 79 -104 669.193 5
5 199 131 107 365 512.872 5
5 179 89 281 194 302.773 4
5 -27 56 168 53 400.046 1
5 146 145 208 185 157.567 8
5 74 137 290 151 442.906 9
5 332 -140 232 102 533.695 7
5 200 100 148 351 522.66 9
5 245 171 23 -49 635.089 9
5 346 96 123 120 458.576 5
5 341 33 264 279 525.539 4
5 109 7 162 264 534.816 2
5 10 146 316 -115 814.38 5
5 374 18 -13 31 784.437 10
