# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 171 5 227 -114 273.036 4
0 179 41 56 14 261.857 7
0 219 17 388 -10 352.286 8
0 196 -5 344 41 319.968 6
0 155 -54 342 -95 392.884 4
0 117 -35 170 106 311.264 6
0 188 1 140 -135 298.444 7
0 169 57 90 -92 347.295 3
0 219 -78 237 -76 46.2215 10
0 203 29 204 -22 112.02 2
0 223 76 200 17 136.649 3
0 247 32 223 -4 96.5332 8
0 124 69 185 -11 211.206 1
0 257 -61 218 -99 118.904 10
0 267 5 180 -7 185.647 4
1 86 19 107 189 352.584 7
1 116 132 64 113 120.725 1
1 -79 149 -2 135 166.525 7
1 51 185 111 150 148.924 3
1 -7 9 170 222 563.888 7
1 53 225 52 189 82.0278 2
1 126 255 99 168 192.187 9
1 100 52 232 127 313.638 8
1 208 283 116 137 355.138 10
1 27 213 189 209 334.099 3
1 160 196 7 142 334.5 1
1 38 235 147 231 228.147 3
1 -31 236 199 315 496.378 4
1 203 190 288 172 183.77 8
1 64 273 70 215 126.619 6
2 -64 254 -148 252 178.048 10
2 -169 120 -103 116 142.242 3
2 -112 179 -129 96 179.446 3
2 -79 224 -191 215 234.722 9
2 44 52 -15 261 444.336 10
2 -75 133 -245 173 359.285 8
2 -110 190 5 112 287.914 4
2 -94 7 -123 149 299.862 7
2 -74 83 -108 98 84.3236 2
2 -56 -20 -99 197 452.439 3
2 -210 216 -84 119 328.025 10
2 -48 93 -92 331 494.066 4
2 -106 268 -66 176 210.639 2
2 -132 228 -18 200 244.776 10
2 -226 136 -188 230 212.781 5
3 -109 -24 -205 -10 204.031 8
3 -205 -180 -204 1 372.006 9
3 -326 11 -72 32 519.733 5
3 -213 22 -128 -177 442.786 6
3 -185 122 -178 35 184.562 1
3 -243 149 -128 -164 676.915 4
3 -195 4 -168 164 334.524 7
3 -145 171 -81 -49 468.24 2
3 -187 -15 -156 63 177.869 1
3 -57 -66 -45 -110 101.214 7
3 -184 -94 -228 -71 109.298 4
3 -94 32 -386 10 595.655 3
3 -225 -35 -75 10 323.209 1
3 -141 -21 -212 18 172.012 7
3 -199 -12 -195 99 232.144 2
4 -52 -321 -146 -28 625.419 6
4 -55 -188 -114 -145 156.014 6
4 23 -181 -108 -208 277.507 5
4 -113 -223 -25 -207 188.885 8
4 -220 -79 -97 -191 342.704 7
4 -152 -186 -115 -225 117.517 6
4 -207 -109 -159 -294 392.251 7
4 -160 -300 -95 -162 315.084 10
4 -101 -170 41 -136 302.027 4
4 -208 -315 -136 -233 228.248 8
4 43 -159 -270 -189 638.869 5
4 -93 -233 -27 -215 146.821 6
4 -115 -161 -68 -148 107.529 3
4 -201 -140 -144 -79 176.973 6
4 -105 -162 -61 -112 143.207 5
5 81 -143 252 -114 356.883 8
5 127 -85 -26 -286 515.213 5
5 50 -276 127 -90 412.616 5
5 53 -125 178 -223 327.673 4
5 125 -58 -15 -230 453.549 1
5 22 -106 88 -175 200.966 8
5 18 -182 136 -173 246.685 9
5 90 -136 -38 -287 405.904 7
5 50 -166 68 -257 195.526 9
5 78 -146 101 -173 80.9366 9
5 72 -153 15 -181 137.012 5
5 -11 -113 71 -65 200.032 4
5 48 -200 80 -173 93.7377 2
5 268 -70 81 -176 439.907 5
5 77 -152 191 -85 274.462 10
