# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 143 65 197 -101 359.125 4
0 230 106 135 -99 461.885 7
0 238 218 261 -78 603.784 8
0 201 250 262 -18 559.709 6
0 228 -6 51 -115 425.74 4
0 197 147 363 -203 784.741 6
0 69 -39 277 93 502.699 7
0 200 -17 250 -195 379.778 3
0 148 -217 37 -84 356.468 10
0 460 -128 41 -57 859.946 2
0 424 132 106 -30 723.773 3
0 201 -271 53 256 1104.77 8
0 96 110 346 146 515.157 1
0 402 -6 169 -109 519.502 10
0 132 32 165 -144 368.134 4
1 120 238 270 105 410.944 7
1 193 241 324 273 279.704 1
1 113 361 116 377 42.5576 7
1 -7 214 151 463 599.797 3
1 92 117 101 160 97.8635 7
1 280 411 -5 140 796.552 2
1 91 156 118 235 176.973 9
1 256 250 123 14 551.793 8
1 90 185 -177 137 552.561 10
1 117 376 283 115 628.634 3
1 186 243 105 208 186.477 1
1 80 290 232 52 574.794 3
1 179 -56 25 -114 339.12 4
1 -122 44 69 169 466.535 8
1 71 294 6 30 553.768 6
2 118 119 -76 -23 490.833 10
2 -92 177 -39 215 140.43 3
2 -99 168 -118 204 91.4125 3
2 -121 285 -94 172 242.362 9
2 -114 180 21 134 295.244 10
2 67 7 71 240 476.069 8
2 -367 287 -8 285 728.011 4
2 -254 383 -79 140 608.912 7
2 -44 -18 -113 165 401.152 2
2 -104 154 -253 322 459.11 3
2 26 77 -155 42 378.706 10
2 -186 5 -157 63 139.692 4
2 -280 277 -369 163 299.254 2
2 -71 168 -141 219 183.217 10
2 63 192 -266 -14 786.343 5
3 -122 275 -102 -130 820.987 8
3 -339 -118 -430 32 360.89 9
3 -366 -75 -138 -163 498.786 5
3 -260 12 -257 255 496.037 6
3 -127 6 -390 -46 546.183 1
3 -199 0 -410 141 517.551 4
3 -212 0 -240 -292 596.679 7
3 -190 -131 -105 -54 239.382 2
3 -280 246 -208 -9 539.94 1
3 -284 63 -188 -26 271.817 7
3 -347 50 -339 -48 206.652 4
3 -119 3 -54 -124 295.335 3
3 -28 -51 -96 17 202.333 1
3 -195 -103 55 -153 519.902 7
3 3 -208 -210 227 978.698 2
4 -162 -454 -101 -181 569.464 6
4 -119 -135 -202 -437 636.396 6
4 -219 -154 -165 -229 194.835 5
4 12 -336 -350 -266 747.412 8
4 -46 -86 71 -400 680.179 7
4 -275 -293 -100 -173 434.382 6
4 -212 -161 20 -56 519.309 7
4 89 0 -217 -128 673.385 10
4 17 -70 -184 -279 589.938 4
4 -168 67 -186 -82 310.167 8
4 -146 -150 -264 -162 247.217 5
4 78 -405 -314 -98 1005.82 6
4 125 -232 30 -172 234.722 3
4 -180 -152 95 -13 626.266 6
4 -78 -61 -230 4 340.63 5
5 70 -268 324 -52 676.849 8
5 -124 -302 93 -222 472.554 5
5 20 -182 30 -441 528.386 5
5 242 3 114 -190 473.176 4
5 -2 -134 -55 -309 375.699 1
5 -25 54 59 43 179.434 8
5 -156 -59 -33 -163 332.149 9
5 134 -221 194 -168 170.112 7
5 110 -188 155 -355 355.913 9
5 24 -248 -1 -396 310.193 9
5 68 -147 171 -272 333.938 5
5 120 -449 75 -88 737.588 4
5 53 92 -118 -113 543.914 2
5 -78 -332 137 -335 440.042 5
5 -61 -416 90 -156 611.335 10
