# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -127 -214 -180 -98 265.069 4
0 -119 -243 -221 -90 377.766 7
0 -241 -290 -236 -209 172.308 8
0 -314 -173 -391 -47 305.33 6
0 -218 -72 -192 -114 108.793 4
0 -340 26 -83 -241 751.183 6
0 -255 -138 -230 -137 60.04 7
0 -41 -143 -202 -97 344.885 3
0 -103 12 -242 -137 417.539 10
0 -196 -94 -27 -145 363.055 2
1 -175 167 -195 203 92.365 3
1 -101 90 -99 158 146.059 8
1 -102 175 -110 269 198.68 1
1 -285 240 -193 97 350.076 10
1 -272 -30 -294 26 130.333 4
1 -281 30 -388 115 283.306 7
1 -122 165 -298 166 362.006 1
1 -205 200 -114 85 303.298 7
1 -244 -24 -288 -76 146.235 3
1 -244 117 -287 -30 316.32 7
2 63 -276 -175 -55 659.569 2
2 8 -85 96 49 330.624 9
2 -7 3 11 -170 357.868 8
2 -121 -227 52 -159 381.769 10
2 -1 -272 67 -34 505.047 3
2 -26 -260 16 -93 354.401 1
2 177 -86 -52 26 519.843 3
2 -41 -191 -84 -274 196.955 4
2 -77 33 25 -149 427.267 8
2 27 -100 108 -14 246.279 6
3 -126 156 -111 -24 371.248 10
3 85 217 32 93 279.704 3
3 129 -2 153 -8 59.4773 3
3 4 113 -74 147 180.176 9
3 6 19 128 -6 259.07 10
3 -15 25 -121 171 370.843 8
3 5 -59 -161 121 499.718 4
3 3 123 27 66 133.693 7
3 3 118 1 68 110.08 2
3 87 268 9 177 249.708 3
4 143 -195 247 -185 218.959 10
4 163 -101 222 -110 129.365 4
4 330 -17 223 -79 257.33 2
4 132 5 175 -244 515.371 10
4 268 -154 77 -79 420.395 5
4 200 -100 182 -119 62.345 8
4 328 -199 95 -73 539.774 9
4 185 -96 201 -67 76.242 5
4 112 -33 219 -115 279.615 6
4 97 5 200 -93 294.345 1
5 176 208 216 289 190.677 4
5 222 64 275 -55 270.538 7
5 54 15 130 -47 206.163 2
5 176 68 180 59 29.6977 1
5 26 57 171 120 326.19 7
5 147 99 62 183 249.006 4
5 142 91 169 77 70.8276 3
5 78 15 376 188 699.153 1
5 218 105 303 216 289.614 7
5 66 31 271 78 430.638 2
