# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -215 -78 -127 -213 332.298 4
0 -207 -42 -349 -164 384.422 7
0 -219 -62 -188 34 211.762 8
0 -314 -128 -188 -66 290.856 6
0 -359 -65 -218 -181 375.168 4
0 -130 -27 -25 -59 229.536 6
0 -334 -22 -98 -182 580.249 7
0 -367 -103 -146 -42 468.528 3
0 -44 -178 -21 -27 315.483 10
0 -205 -146 -161 -135 100.708 2
0 -226 -118 -135 -171 220.618 3
0 -218 -64 -9 -132 449.568 8
0 -223 -277 -86 -233 297.785 1
0 -18 -64 -256 -152 517.496 10
0 -140 -23 -225 -132 286.449 4
1 -70 183 -258 170 386.898 7
1 -332 206 -262 -9 462.217 1
1 -302 -62 -302 189 512 7
1 -219 7 -302 152 344.15 3
1 -179 134 -89 -20 366.741 7
1 -197 70 -254 46 133.693 2
1 -168 85 -163 138 116.471 9
1 -258 -71 -172 122 432.587 8
1 -215 54 -36 32 370.694 10
1 -183 262 -63 173 308.804 3
1 -287 116 -342 195 202.52 1
1 -192 203 -252 71 299.993 3
1 -261 134 -221 -42 370.976 4
1 -210 286 -114 -75 757.093 8
1 -171 42 -181 105 137.577 6
2 -49 -68 -97 8 189.778 10
2 -150 -59 -106 -118 157.201 3
2 19 -56 3 -98 99.8888 3
2 -8 -86 72 16 269.26 9
2 33 -111 -51 -54 213.027 10
2 180 -44 53 -237 472.074 8
2 -30 -153 -2 -99 131.655 4
2 29 -74 -13 -142 169.85 7
2 -7 -91 38 76 355.913 2
2 15 46 -94 -91 360.143 3
2 -7 -43 -8 -55 34.0832 10
2 -82 -248 -101 -82 344.168 4
2 -143 -130 -29 -59 278.604 2
2 -1 -138 -9 -97 93.5464 10
2 3 -104 -123 -175 299.254 5
3 81 30 32 9 116.621 8
3 -167 200 -182 169 78.8767 9
3 -37 69 -68 192 263.693 5
3 86 -17 -134 200 628.026 6
3 -40 53 -22 58 47.3631 1
3 80 142 6 173 170.462 4
3 110 17 152 89 176.709 7
3 -56 150 -8 166 111.193 2
3 -16 211 4 137 163.31 1
3 11 27 9 127 210.04 7
3 -128 136 -120 210 158.862 4
3 -186 130 103 -20 661.217 3
3 52 269 -111 112 462.628 1
3 127 205 63 -10 458.647 7
3 -60 186 -6 99 214.793 2
4 221 -282 239 -195 187.685 6
4 223 -117 194 -271 323.413 6
4 174 -55 255 -8 197.297 5
4 194 -222 277 -229 176.589 8
4 227 -11 124 -137 335.484 7
4 192 -117 124 -62 184.917 6
4 189 -93 329 -40 309.393 7
4 183 -44 215 -174 277.761 10
4 354 -65 224 25 326.228 4
4 195 -223 291 -85 346.214 8
4 147 -202 239 26 501.724 5
4 148 -149 319 -131 353.89 6
4 296 -116 203 -90 203.132 3
4 253 79 261 -170 508.257 6
4 287 -113 209 -121 166.818 5
5 346 198 293 1 418.01 8
5 195 33 112 217 413.708 5
5 228 290 146 1 610.816 5
5 256 199 277 177 70.8276 4
5 269 21 311 66 133.11 1
5 300 127 181 201 290.264 8
5 261 24 221 152 278.209 9
5 91 171 156 53 279.436 7
5 356 122 337 120 48.2099 9
5 135 205 191 108 234.009 9
5 167 221 217 75 318.649 5
5 329 194 215 65 354.308 4
5 200 98 208 135 85.71 2
5 137 196 212 41 354.384 5
5 32 57 312 197 636.099 10
