# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1600

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -126 201 32 214 327.068 4
0 -25 31 -107 273 521.03 7
0 196 184 178 258 162.315 8
0 108 265 117 6 528.313 6
0 128 -109 1 156 597.721 4
0 180 380 75 178 465.32 6
0 122 155 -69 275 461.136 7
0 173 190 242 -8 429.357 3
0 10 98 -125 319 527.942 10
0 24 406 129 255 377.837 2
1 -29 174 -111 197 180.329 3
1 177 79 -26 212 495.378 8
1 -156 140 -87 118 154.845 1
1 -74 47 -201 200 407.683 10
1 -320 6 84 48 822.355 4
1 -107 465 -260 162 688.876 7
1 -222 285 -266 211 182.186 1
1 -180 194 -103 162 176.769 7
1 -178 -28 -204 240 548.516 3
1 -137 182 -166 -55 487.535 7
2 41 -138 -145 -23 447.36 2
2 -125 38 229 -58 743.572 9
2 -6 -2 -214 155 531.202 8
2 -47 -47 159 33 451.977 10
2 -59 -12 -118 90 245.669 3
2 10 43 54 87 134.451 1
2 3 3 176 -134 451.352 3
2 141 121 200 -20 315.693 4
2 82 -247 58 152 809.442 8
2 32 99 -166 190 445.821 6
