# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 2300

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -37 163 -22 433 550.833 4
0 110 135 -80 128 390.258 7
0 95 353 133 158 407.336 8
0 153 209 154 430 452.005 6
0 -24 92 282 242 691.575 4
0 242 189 40 315 486.151 6
0 83 156 378 173 600.979 7
0 146 307 135 157 310.806 3
0 94 179 218 8 432.455 10
0 122 178 32 -58 515.157 2
0 -95 200 -86 156 99.822 3
0 120 188 161 57 284.532 8
0 144 89 54 353 567.839 1
0 124 136 145 79 131.491 10
0 -61 319 81 185 400.487 4
1 54 81 -191 62 501.471 7
1 -159 357 18 -91 973.396 1
1 -72 413 -177 80 708.324 7
1 67 -27 -182 304 838.401 3
1 -89 164 166 189 522.445 7
1 -111 180 29 92 340.72 2
1 -112 418 -301 290 466.53 9
1 -187 141 -76 161 235.575 8
1 -170 163 97 351 663.094 10
1 -163 214 -333 147 375.453 3
1 4 -99 49 224 662.239 1
1 -186 28 -56 169 393.567 3
1 -56 146 -134 142 166.205 4
1 117 173 97 57 245.423 8
1 -257 35 75 122 696.42 6
2 145 -169 -45 65 612.847 10
2 -225 79 55 -32 612.399 3
2 -86 63 10 31 212.386 3
2 100 -36 13 103 337.963 9
2 -5 7 139 226 534.202 10
2 181 -110 -46 227 822.645 8
2 -139 -226 20 147 820.95 4
2 14 128 164 231 373.918 7
2 271 115 59 138 436.488 2
2 -64 149 0 0 334.327 3
2 -259 -58 -48 -48 432.474 10
2 194 -199 131 80 582.049 4
2 -65 36 38 94 246.415 2
2 -17 -185 -56 161 706.382 10
2 247 31 -95 91 704.447 5
