# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 77 257 -40 258 244.009 4
0 235 184 124 87 304.822 7
0 123 165 85 196 108.082 8
0 280 133 58 128 454.113 6
0 1 333 14 103 470.734 4
0 40 59 202 224 472.467 6
0 110 295 235 51 558.31 7
0 131 158 59 167 155.121 3
0 -60 112 214 100 558.525 10
0 121 52 47 173 293.669 2
1 -115 246 -132 146 212.869 3
1 -100 173 -74 205 92.4621 8
1 40 132 -124 321 510.468 1
1 -119 155 -129 75 171.245 10
1 -72 127 6 86 186.238 4
1 -221 286 -186 313 98.4081 7
1 -16 202 -56 366 347.615 1
1 -204 22 -106 287 575.081 7
1 -26 125 -82 158 140 3
1 -214 197 -80 150 294.007 7
2 114 129 1 -92 506.427 2
2 35 99 -21 50 158.822 9
2 -26 21 89 126 321.448 8
2 -59 -111 -78 45 324.306 10
2 106 67 -14 182 342.415 3
2 91 29 -55 48 304.462 1
2 129 91 26 4 279.652 3
2 116 7 -34 -86 362.982 4
2 -7 -96 186 -54 405.034 8
2 -107 -80 -28 61 333.246 6
