# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 650

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 97 198 95 189 28.4391 4
0 141 228 100 173 147.201 7
0 108 173 96 32 293.019 8
0 48 233 98 198 132.066 6
0 -24 220 99 173 273.348 4
0 59 303 171 290 235.504 6
0 52 175 123 91 229.973 7
0 135 268 239 199 259.616 3
0 106 157 23 204 200.767 10
0 104 166 -22 159 262.389 2
1 -85 27 -108 110 182.256 3
1 -171 282 -109 131 336.466 8
1 -100 206 -156 230 131.852 1
1 -4 155 -137 173 278.425 10
1 -92 165 -169 112 196.955 4
1 -110 190 -97 218 71.7414 7
1 -52 167 -222 204 357.96 1
1 -211 208 -127 47 373.191 7
1 -114 163 -185 291 302.746 3
1 -229 223 -113 179 258.129 7
2 -41 133 -36 143 32.3607 2
2 -8 -19 -126 54 287.51 9
2 -57 25 -50 88 136.775 8
2 -7 -20 -16 120 290.578 10
2 -25 -18 -30 -9 30.5913 3
2 1 0 -47 -45 141.59 1
2 55 24 -38 117 273.044 3
2 5 3 22 -16 60.9902 4
2 28 -28 37 2 72.6418 8
2 -54 101 61 132 248.21 6
