# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1950

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -77 362 293 78 942.858 4
0 -7 275 98 162 318.506 7
0 -12 164 19 106 141.529 8
0 145 346 322 151 536.703 6
0 280 226 -96 -28 917.506 4
0 156 78 250 321 531.095 6
0 14 187 -80 54 335.73 7
0 198 -30 170 256 584.735 3
0 -117 283 114 162 531.544 10
0 88 70 102 174 219.876 2
0 25 -114 20 14 266.195 3
0 122 107 209 144 199.082 8
0 101 172 178 206 178.345 1
0 23 149 363 294 749.256 10
0 210 38 7 238 579.944 4
1 -180 335 -136 154 382.543 7
1 139 110 123 20 192.822 1
1 26 236 -28 169 182.105 7
1 35 176 -156 210 398.005 3
1 -145 75 -240 338 569.264 7
1 -108 198 -74 174 93.2346 2
1 -176 104 -125 160 161.486 9
1 -358 269 -180 169 418.333 8
1 -54 127 -43 109 52.19 10
1 -317 90 -77 341 704.553 3
1 -31 220 -87 186 141.027 1
1 126 -21 -110 351 891.09 3
1 -116 162 -78 242 187.133 4
1 -179 230 65 296 515.537 8
1 -211 45 33 -18 514.004 6
2 130 11 -102 -32 481.903 10
2 66 -230 13 6 493.756 3
2 -4 -1 0 0 18.2462 3
2 161 -166 53 31 459.324 9
2 205 54 139 29 151.152 10
2 -18 -32 64 -54 179.8 8
2 18 -67 -132 52 392.941 4
2 -197 197 -127 -54 531.156 7
2 -43 -134 112 -13 403.273 2
2 -242 -44 -5 -1 491.739 3
2 109 43 90 29 57.2017 10
2 103 84 -27 21 298.922 4
2 97 -177 52 63 498.365 2
2 -133 147 158 -85 754.325 10
2 188 94 -3 13 424.931 5
