# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 1400

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 121 327 217 305 206.977 4
0 201 344 193 237 224.597 7
0 199 3 37 275 643.176 8
0 37 155 172 117 290.492 6
0 82 170 123 219 137.781 4
0 89 198 74 213 52.4264 6
0 50 268 134 52 473.517 7
0 45 247 90 166 195.321 3
0 94 41 65 93 129.08 10
0 118 118 223 218 300 2
0 -79 227 -53 53 361.864 3
0 -84 247 112 74 532.858 8
0 28 269 100 30 509.219 1
0 118 104 118 212 226 10
0 -8 122 17 267 304.279 4
1 -42 126 -209 130 344.096 7
1 -127 191 -99 216 85.0733 1
1 -214 286 -196 143 298.257 7
1 -73 181 -35 313 284.722 3
1 -148 102 -64 78 184.723 7
1 -100 180 7 194 225.824 2
1 -216 324 8 49 719.369 9
1 -42 125 -271 116 468.354 8
1 48 66 -88 63 282.066 10
1 -128 70 11 52 290.321 3
1 -141 102 -114 341 491.041 1
1 1 121 -285 109 582.503 3
1 45 277 5 131 312.761 4
1 -169 105 5 238 448.018 8
1 36 59 -103 325 610.257 6
2 -128 -28 -16 157 442.523 10
2 -135 -128 -177 62 399.173 3
2 2 -128 5 -65 136.143 3
2 -17 7 -28 2 34.1661 9
2 70 142 -47 184 258.62 10
2 60 46 179 -29 291.325 8
2 106 -71 -17 -61 256.812 4
2 -132 142 -20 111 242.422 7
2 -55 10 141 39 406.268 2
2 84 -36 12 -88 187.629 3
2 49 72 -133 35 381.446 10
2 165 -92 -30 91 544.842 4
2 -37 -88 -30 -189 212.485 2
2 -188 -31 68 -71 528.212 10
2 24 21 -156 -84 426.773 5
