# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 10
T 850

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 70 213 -3 146 208.172 4
0 99 175 100 197 54.0454 7
0 33 97 23 101 31.5407 8
0 100 128 122 170 104.826 6
0 37 169 95 146 134.788 4
0 60 171 139 275 271.205 6
0 -8 105 90 181 258.032 7
0 149 278 154 53 460.111 3
0 105 255 204 131 327.345 10
0 110 169 206 266 282.947 2
1 -172 273 -161 115 326.765 3
1 -97 176 -149 85 219.619 8
1 -151 64 -134 254 391.518 1
1 -14 145 -49 196 133.709 10
1 -11 158 -106 280 319.251 4
1 -152 176 25 203 368.095 7
1 -79 94 -22 171 201.604 1
1 -8 79 -105 165 269.268 7
1 -92 196 -72 178 63.8145 3
1 -107 169 -99 173 27.8885 7
2 8 10 -92 27 212.869 2
2 74 57 -38 64 234.437 9
2 -50 -116 -127 -71 188.37 8
2 75 13 -92 -76 388.471 10
2 113 -36 4 -2 238.359 3
2 68 31 0 -11 169.85 1
2 22 61 117 -58 314.539 3
2 50 116 8 2 252.981 4
2 9 -26 103 102 327.616 8
2 98 48 -31 50 268.031 6
