# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 278 -89 169 5 297.868 4
0 185 34 191 -65 208.363 7
0 99 -69 95 38 224.149 8
0 149 -97 131 -93 46.8782 6
0 209 18 232 -70 191.912 4
0 152 -80 183 -73 73.561 6
0 187 -121 239 -111 115.906 7
0 278 98 313 -43 300.558 3
0 221 9 157 -50 184.092 10
0 216 47 186 135 195.946 2
0 182 72 187 -19 192.275 3
0 166 -105 146 46 314.637 8
0 120 99 339 43 462.093 1
0 199 1 183 107 224.401 10
0 230 0 157 -128 304.707 4
1 100 173 155 237 178.772 7
1 14 275 42 187 194.694 1
1 114 186 104 157 71.3514 7
1 193 265 71 113 399.81 3
1 216 239 146 185 186.816 7
1 203 120 98 180 251.868 2
1 97 267 102 197 150.357 9
1 242 145 137 74 263.503 8
1 -22 190 102 221 265.633 10
1 6 222 92 221 182.012 3
1 222 183 116 203 225.741 1
1 91 30 179 149 306.007 3
1 34 86 100 173 228.403 4
1 133 144 51 173 183.954 8
1 65 243 29 160 190.942 6
2 -9 138 -98 315 406.232 10
2 -243 153 -131 100 257.814 3
2 -65 157 -159 295 343.946 3
2 -165 285 -177 157 267.123 9
2 -89 168 -129 122 131.918 10
2 -100 177 -90 119 127.712 8
2 -111 246 -177 256 143.507 4
2 -33 287 -56 148 291.78 7
2 22 92 -125 158 332.273 2
2 -208 196 -97 241 249.55 3
2 -126 207 -57 52 349.329 10
2 -45 194 -116 176 156.492 4
2 -242 178 -84 170 326.405 2
2 -125 139 -100 140 60.04 10
2 -231 138 10 222 520.439 5
3 -198 1 -157 6 92.6075 8
3 -270 -62 -188 82 341.421 9
3 -249 -29 -319 58 233.329 5
3 -209 71 -200 0 153.136 6
3 -215 -3 -176 77 188 1
3 -140 70 -81 -26 235.362 4
3 -200 0 -272 -49 184.184 7
3 -261 -15 -218 -57 130.216 2
3 -230 8 -252 -89 208.927 1
3 -284 70 -202 -10 239.12 7
3 -296 -17 -207 -15 188.045 4
3 -178 -43 -218 -8 116.301 3
3 -179 126 -188 -108 478.346 1
3 -155 26 -243 103 243.863 7
3 -192 -28 -166 -30 62.1536 2
4 -148 -104 -135 -272 347.004 6
4 -47 -105 -130 -197 257.814 6
4 -113 -156 -100 -173 52.8019 5
4 -198 -73 -159 -258 388.132 8
4 -100 -148 6 -106 238.035 7
4 -89 -179 17 -166 223.588 6
4 -72 -94 -99 -178 186.465 7
4 -112 -107 -183 -205 252.033 10
4 -157 -205 -117 -32 365.128 4
4 -120 -161 -12 -125 237.684 8
4 -66 -147 -154 -62 254.696 5
4 -133 -144 -84 -172 122.872 6
4 -100 -148 -143 -169 105.708 3
4 -99 -262 -122 -55 426.548 6
4 -156 -190 -43 -248 264.031 5
5 208 -115 229 -152 95.0882 8
5 57 -150 94 -186 113.247 5
5 86 -62 181 -182 316.105 5
5 75 -193 15 -187 130.599 4
5 75 -159 144 -187 158.93 1
5 170 -258 140 -141 251.57 8
5 108 -101 14 -61 214.313 9
5 99 -172 85 -43 269.515 7
5 -15 -120 201 -197 468.628 9
5 60 -184 109 -153 125.966 9
5 -14 -142 72 -141 182.012 5
5 16 -218 137 -61 406.434 4
5 85 -142 133 -234 217.538 2
5 120 -151 128 -190 89.6241 5
5 87 -162 112 -257 206.469 10
