# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -182 169 -278 -84 551.202 4
0 -467 -75 -402 67 322.34 7
0 -175 -117 -195 -12 223.776 8
0 -180 -107 -147 -27 183.078 6
0 33 -206 -213 -80 562.782 4
0 3 -263 -222 123 903.579 6
0 -120 -168 -411 -14 668.474 7
0 -112 37 -373 65 534.995 3
0 -51 141 -196 -100 572.516 10
0 -277 -152 -200 -100 195.828 2
0 -140 -147 -224 -177 188.393 3
0 -251 -105 -76 152 631.849 8
0 -164 -161 -362 -52 462.04 1
0 -131 -68 -276 -135 329.462 10
0 -24 -153 -361 -91 695.312 4
1 0 17 -437 236 987.609 7
1 -66 277 -247 -62 778.588 1
1 -198 94 46 4 530.138 7
1 91 35 -69 339 697.069 3
1 -80 12 20 3 210.808 7
1 -62 75 -338 -5 584.721 2
1 -224 54 -227 248 398.046 9
1 -259 56 -190 336 586.753 8
1 -241 -32 -162 -9 174.56 10
1 -284 339 57 66 883.636 3
1 -41 268 -132 66 453.103 1
1 -381 21 83 144 970.052 3
1 -111 147 -110 73 158.014 4
1 -216 66 -199 110 104.34 8
1 -209 84 -91 166 297.388 6
2 175 -237 -36 75 763.299 10
2 -172 90 -5 -154 601.354 3
2 -148 -264 -262 -114 386.808 3
2 78 -68 -193 -313 740.66 9
2 -212 -307 -142 -64 515.763 10
2 240 30 268 -99 274.008 8
2 -130 161 126 133 525.053 4
2 64 -221 -100 48 640.102 7
2 -22 -96 110 -196 341.204 2
2 -115 129 191 -103 778.01 3
2 7 -91 71 11 250.832 10
2 94 114 237 -96 518.13 4
2 8 -98 -28 -154 143.147 2
2 -37 -162 84 185 744.983 10
2 154 -246 7 -71 467.095 5
3 115 210 242 -66 617.635 8
3 102 110 -165 242 605.695 9
3 53 45 -198 -75 566.421 5
3 1 99 -171 139 363.18 6
3 46 97 6 315 453.279 1
3 66 58 -20 112 213.096 4
3 124 33 -112 -174 637.838 7
3 42 -62 -18 57 276.541 2
3 -56 51 -3 100 154.361 1
3 192 230 50 68 440.85 7
3 4 -10 -87 52 230.227 4
3 52 181 47 359 366.14 3
3 103 192 -21 136 282.118 1
3 -181 223 -226 -1 466.951 7
3 277 90 43 61 481.58 2
4 159 -103 -70 -20 497.155 6
4 12 -58 193 -332 666.771 6
4 20 -148 347 108 840.578 5
4 222 -118 161 -172 172.936 8
4 238 -90 379 -54 301.046 7
4 173 -103 282 -232 347.769 6
4 247 -182 186 -87 235.796 7
4 216 -5 295 -144 329.762 10
4 283 -283 189 -94 432.171 4
4 201 -72 186 65 285.637 8
4 172 -64 272 -23 226.157 5
4 342 -189 210 -34 417.181 6
4 319 -85 147 -164 388.55 3
4 28 42 189 -79 412.8 6
4 258 30 274 181 313.691 5
5 90 74 180 -84 373.67 8
5 379 -72 203 -10 383.202 5
5 88 212 129 89 269.307 5
5 378 -33 416 45 183.528 4
5 269 258 199 -180 897.117 1
5 200 99 -78 200 601.557 8
5 14 -56 218 139 574.415 9
5 66 -45 213 84 401.152 7
5 259 156 331 -69 482.479 9
5 233 363 -29 289 554.5 9
5 314 -165 404 196 754.099 5
5 436 135 139 354 748.024 4
5 197 115 169 108 67.7235 2
5 301 -156 173 138 651.311 5
5 140 379 175 64 643.877 10
