# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -221 -138 -250 -189 127.337 4
0 -201 -136 -286 171 647.1 7
0 -254 -171 44 -213 611.89 8
0 -418 -101 -158 -136 534.69 6
0 -268 -278 -159 -84 455.048 4
0 -191 -95 -447 61 609.573 6
0 -310 -256 -200 -117 364.519 7
0 62 -124 -186 -110 506.79 3
0 -249 86 -109 -316 861.361 10
0 -291 -200 -419 -162 277.043 2
0 -127 -222 -162 -259 111.863 3
0 -179 -106 -176 -285 368.05 8
0 -323 -303 -405 -265 190.754 1
0 -105 -199 -167 -188 135.936 10
0 -349 7 -136 -93 480.612 4
1 -136 331 -65 161 378.462 7
1 -214 272 -290 -5 584.474 1
1 -255 166 -199 107 172.69 7
1 -278 190 -138 171 292.567 3
1 -129 239 -300 378 450.736 7
1 -300 -150 -228 123 574.67 2
1 -97 118 -266 98 350.359 9
1 -261 67 -204 111 154.014 8
1 -191 87 -187 74 37.2029 10
1 -376 -21 -284 66 263.243 3
1 -116 178 -222 155 226.933 1
1 -396 -120 -266 -51 304.354 3
1 76 81 -201 100 565.302 4
1 -199 98 -90 36 260.799 8
1 -272 164 -242 324 335.576 6
2 53 -85 -17 -46 170.262 10
2 9 -189 105 44 514.004 3
2 -3 -254 -30 -156 213.303 3
2 -36 -111 92 -245 380.621 9
2 115 -68 -50 -63 340.151 10
2 -1 -291 -194 -125 519.137 8
2 107 -80 18 -274 436.882 4
2 135 -93 -191 -60 665.332 7
2 -55 13 -48 -131 298.34 2
2 -67 -38 48 -19 243.118 3
2 191 120 -109 -139 802.669 10
2 -71 -316 283 -141 799.787 4
2 61 -125 42 -72 122.606 2
2 -230 -76 262 -54 994.983 10
2 -168 -159 83 107 741.456 5
3 -235 -31 36 272 823.019 8
3 -248 86 214 192 958.008 9
3 -69 201 -181 216 236 5
3 32 117 12 96 68 6
3 189 -94 -8 -6 441.523 1
3 -23 152 237 -4 616.419 4
3 129 13 179 -58 183.678 7
3 -34 19 202 299 742.382 2
3 4 352 169 -82 938.614 1
3 -208 19 -17 -135 500.702 7
3 -134 186 219 56 762.354 4
3 -31 275 43 151 298.804 3
3 137 279 69 -54 689.744 1
3 -11 58 -50 364 626.951 7
3 220 146 226 63 176.433 2
4 -26 -28 231 110 593.414 6
4 225 -41 122 -35 216.349 6
4 200 -100 381 -135 378.706 5
4 30 143 265 -241 910.402 8
4 229 -75 212 -81 46.0555 7
4 159 -197 268 66 579.386 6
4 384 -125 219 -41 380.303 7
4 252 150 150 -177 695.078 10
4 8 -50 373 -61 740.331 4
4 480 -41 209 126 646.647 8
4 76 110 223 16 358.97 5
4 463 -136 219 -128 498.262 6
4 231 196 179 -194 796.903 3
4 339 -35 230 -197 400.512 6
4 257 -82 45 -282 592.903 5
5 30 72 355 320 827.628 8
5 244 160 255 98 135.936 5
5 296 138 236 191 170.112 5
5 298 161 332 157 78.469 4
5 221 119 324 87 225.713 1
5 205 98 237 211 244.887 8
5 340 -46 312 -13 96.5563 9
5 227 81 192 -72 323.904 7
5 126 155 301 63 405.419 9
5 33 89 90 168 204.833 9
5 55 214 220 -147 803.841 5
5 97 156 472 80 775.248 4
5 193 -107 162 121 470.196 2
5 159 154 66 205 222.132 5
5 125 10 157 121 241.041 10
