# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 271 82 116 27 338.938 4
0 342 44 120 -12 467.908 7
0 241 16 207 -4 88.8923 8
0 127 -60 136 -20 92 6
0 176 27 79 -86 307.846 4
0 100 -71 197 -3 246.922 6
0 210 -68 168 -124 150 7
0 209 -148 77 13 426.389 3
0 67 19 238 25 352.21 10
0 157 67 97 0 189.878 2
0 253 62 278 -72 282.624 3
0 242 -116 184 84 426.48 8
0 173 8 162 24 48.833 1
0 223 1 177 7 102.779 10
0 285 -74 155 112 463.855 4
1 103 238 35 209 157.851 7
1 100 191 193 81 298.09 1
1 165 153 43 245 315.601 7
1 67 228 181 155 280.74 3
1 -35 228 -8 156 163.792 7
1 112 121 81 154 100.554 2
1 206 202 -42 184 507.305 9
1 103 86 88 106 60 8
1 57 208 126 254 175.855 10
1 93 241 171 125 289.571 3
1 -30 213 170 172 418.319 1
1 81 231 97 107 260.056 3
1 136 288 46 126 380.643 4
1 208 256 112 218 216.495 8
1 197 258 97 155 297.117 6
2 -98 191 -127 191 68 10
2 12 133 -64 145 163.883 3
2 -28 278 -100 127 344.574 3
2 -112 150 -99 173 62.8394 9
2 -167 230 -108 211 133.968 10
2 6 221 -211 182 450.954 8
2 -127 181 -129 242 132.066 4
2 -64 113 -93 184 163.388 7
2 -97 167 -97 89 166 2
2 -164 288 -101 185 251.479 3
2 -92 128 24 164 252.916 10
2 -40 133 -167 287 409.224 4
2 -79 182 -158 93 248.008 2
2 -217 159 -123 294 339.005 10
2 -98 174 -93 259 180.294 5
3 -172 14 -249 -63 227.789 8
3 -213 -3 -180 -85 186.782 9
3 -244 27 -118 19 262.507 5
3 -268 -109 -202 -18 234.829 6
3 -257 0 -187 29 161.539 1
3 -138 -105 -175 9 249.708 4
3 -124 97 -257 -84 459.222 7
3 -262 11 -209 -30 144.015 2
3 -250 -40 -77 1 365.584 1
3 -224 -5 -265 -84 188.011 7
3 -144 -38 -268 0 269.384 4
3 -217 -104 -150 114 466.127 3
3 -238 96 -133 -43 358.402 1
3 -185 14 -132 53 141.605 7
3 -241 88 -181 -131 464.141 2
4 -100 -95 -50 -143 148.622 6
4 -122 -158 -50 -190 167.582 6
4 18 -254 -94 -139 331.055 5
4 -115 -189 -98 -270 175.529 8
4 -164 -183 -94 -180 150.129 7
4 -169 -226 -139 -211 77.082 6
4 -124 -156 -52 -52 262.982 7
4 -71 -170 -103 -221 130.416 10
4 -144 -272 -61 -229 196.955 4
4 -125 -120 27 -125 314.164 8
4 -14 -87 -194 -133 381.57 5
4 -112 -88 5 -257 421.096 6
4 -90 -109 -162 -253 331.994 3
4 -81 -31 7 -100 233.652 6
4 41 -212 -160 -37 543.014 5
5 204 -189 119 -243 211.405 8
5 111 -124 138 -221 211.375 5
5 112 -216 -24 -158 305.703 5
5 -22 -171 150 -74 404.933 4
5 224 -156 29 -154 400.021 1
5 15 -203 73 -243 150.911 8
5 225 -214 100 -173 273.105 9
5 185 -195 40 -174 303.026 7
5 160 -155 106 -175 125.169 9
5 117 -214 123 -188 63.3667 9
5 123 -183 113 -177 33.3238 5
5 232 -180 23 -238 443.797 4
5 143 -55 -19 -115 355.508 2
5 216 -120 150 -142 149.14 5
5 102 -298 90 -155 297.005 10
