# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1600

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 151 23 349 162 493.839 4
0 288 66 -87 -27 782.72 7
0 194 -23 388 49 423.86 8
0 376 -171 54 -132 658.706 6
0 304 -36 203 58 285.949 4
0 294 -208 52 -240 498.213 6
0 159 -199 183 16 442.671 7
0 53 11 197 0 298.839 3
0 402 16 200 60 423.473 10
0 157 143 209 30 258.781 2
0 149 124 -3 -60 487.326 3
0 328 256 267 31 476.245 8
0 169 -61 99 36 249.24 1
0 361 -7 230 27 280.681 10
0 -15 -204 242 -11 652.8 4
1 -189 249 190 93 829.7 7
1 116 258 86 192 154.997 1
1 93 201 49 95 239.539 7
1 18 160 -83 321 390.116 3
1 124 142 69 228 214.167 7
1 -114 52 -13 264 479.659 2
1 7 314 10 -60 758.024 9
1 130 118 196 197 215.883 8
1 -93 -8 272 -37 742.3 10
1 72 94 98 172 174.438 3
1 173 179 263 277 276.113 1
1 302 90 258 84 98.8144 3
1 247 263 260 15 506.681 4
1 56 145 10 235 212.148 8
1 82 212 201 154 274.764 6
2 -278 167 123 224 820.062 10
2 -94 159 42 139 284.925 3
2 81 94 -83 83 338.737 3
2 -191 430 -99 212 483.236 9
2 -54 117 -212 -79 513.508 10
2 -31 316 71 242 262.032 8
2 -159 380 -102 178 429.776 4
2 -61 175 45 46 343.928 7
2 -207 272 -140 328 184.642 2
2 -310 151 -323 325 358.97 3
2 -352 208 -177 157 374.56 10
2 -58 172 -79 134 96.8332 4
2 -139 312 -55 143 387.449 2
2 -201 327 -99 176 374.445 10
2 -210 375 -86 169 490.883 5
3 -391 123 -253 72 304.245 8
3 -293 61 -360 -104 366.168 9
3 -101 237 -116 273 88 5
3 -82 85 -71 94 38.4253 6
3 -68 -214 -103 4 451.584 1
3 -210 -27 -153 -17 125.741 4
3 -113 87 -146 237 317.174 7
3 -175 52 -383 -3 440.298 2
3 -241 -65 -209 2 158.499 1
3 -22 -210 -280 -197 526.655 7
3 -224 -63 -235 39 215.183 4
3 -242 60 -286 170 246.947 3
3 -176 7 -215 8 88.0256 1
3 -208 45 -1 215 545.72 7
3 -225 65 -66 -61 415.744 2
4 57 -213 -14 -158 189.622 6
4 -100 -175 -381 -94 594.883 6
4 90 -137 -59 -125 308.965 5
4 -156 -178 19 -399 573.794 8
4 99 -75 -170 -181 588.263 7
4 31 -14 -44 36 190.278 6
4 -138 -191 -113 -203 65.4617 7
4 33 -184 -106 -220 297.172 10
4 -261 -146 -42 -282 525.585 4
4 -90 -43 -181 -270 499.122 8
4 -142 -124 -158 -240 244.197 5
4 -199 -454 -193 -255 408.181 6
4 186 -250 -6 33 693.968 3
4 -84 -96 -170 -139 202.302 6
4 -172 -169 -195 -239 157.363 5
5 21 -163 93 -173 155.382 8
5 -101 -270 143 -99 605.909 5
5 -8 -219 106 -166 261.436 5
5 31 83 140 -162 546.306 4
5 206 -382 215 -439 125.412 1
5 28 -217 104 -368 348.095 8
5 211 -49 267 -144 230.554 9
5 60 -309 361 -127 713.491 7
5 153 -343 -28 -124 578.232 9
5 40 -15 16 -179 341.494 9
5 9 -43 286 -37 564.13 5
5 24 -142 100 -171 172.69 4
5 76 -140 179 -168 223.476 2
5 120 -103 -13 -246 400.579 5
5 242 -105 137 -299 451.185 10
