# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1950

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -64 64 -279 -328 904.179 4
0 -230 -103 -410 -285 521.953 7
0 -163 68 -30 54 277.47 8
0 -200 -100 3 5 467.095 6
0 -441 -53 -437 15 146.235 4
0 -379 -40 -59 -190 716.824 6
0 -35 61 -154 -191 567.369 7
0 -163 -146 -258 -170 205.969 3
0 68 -77 -477 -14 1107.26 10
0 -205 125 -66 100 292.461 2
0 -358 12 -73 -258 795.175 3
0 16 -256 76 -39 460.284 8
0 -238 -15 -368 -328 687.847 1
0 -161 51 -305 -100 427.31 10
0 -8 -304 -202 -85 595.139 4
1 -2 98 -480 114 966.535 7
1 -258 123 -92 -137 626.947 1
1 -220 193 -174 -45 494.809 7
1 -307 83 -365 339 534.976 3
1 -122 214 -54 -11 480.102 7
1 -152 -181 -175 27 428.536 2
1 -252 100 -100 -71 467.581 9
1 -166 146 -481 67 659.511 8
1 -213 130 -275 231 247.023 10
1 -260 147 -324 -17 362.091 3
1 -243 111 -165 68 188.135 1
1 -301 121 -13 313 702.266 3
1 25 157 -247 317 641.139 4
1 -266 83 -200 127 168.644 8
1 40 158 -255 271 641.804 6
2 113 -154 -166 -97 579.526 10
2 159 -105 6 -95 316.653 3
2 -9 -89 30 -9 188 3
2 101 -42 23 -188 341.059 9
2 -18 170 50 55 277.2 10
2 2 128 81 -34 370.472 8
2 -116 -233 -23 -82 364.683 4
2 -2 -22 -60 -49 137.953 7
2 -200 -42 -233 58 220.609 2
2 30 -85 63 -223 293.782 3
2 -17 -43 113 -42 270.008 10
2 116 -10 -1 -3 244.418 4
2 146 -233 0 -99 406.343 2
2 -267 -206 141 149 1091.65 10
2 26 102 -21 -150 522.691 5
3 -190 -79 158 -107 708.249 8
3 -114 -96 -208 236 700.101 9
3 3 2 -1 -98 210.16 5
3 216 254 -83 276 609.617 6
3 -177 314 -234 150 357.246 1
3 -169 190 -170 -22 434.005 4
3 -192 326 44 167 579.129 7
3 -214 188 -34 26 494.33 2
3 -37 167 24 148 137.781 1
3 -18 164 -135 -19 444.41 7
3 21 157 -72 -4 381.86 4
3 4 106 -136 -151 595.317 3
3 16 -46 -109 -133 314.592 1
3 107 35 -14 315 620.052 7
3 1 113 32 276 341.843 2
4 213 111 288 -170 591.673 6
4 151 -273 249 -81 441.129 6
4 187 15 408 -247 695.522 5
4 349 103 204 -158 607.147 8
4 222 -186 39 9 544.842 7
4 181 -136 134 -224 209.529 6
4 45 36 300 -314 876.083 7
4 -31 -178 340 90 925.347 10
4 176 146 195 31 243.118 4
4 -6 -184 447 -208 917.271 8
4 57 -239 263 -121 484.805 5
4 369 -112 -50 -117 848.06 6
4 416 -220 103 -91 687.082 3
4 293 -187 39 83 751.393 6
4 194 -96 251 -181 214.685 5
5 186 37 -32 119 475.824 8
5 89 278 5 288 179.186 5
5 202 303 138 141 358.368 5
5 470 197 149 -20 784.932 4
5 359 170 -18 141 766.227 1
5 334 172 278 158 125.447 8
5 260 67 23 152 513.563 9
5 193 67 188 345 566.09 7
5 190 232 96 -64 631.134 9
5 167 201 228 171 145.956 9
5 113 -45 120 165 430.233 5
5 244 228 1 273 504.263 4
5 199 135 273 -53 414.079 2
5 227 29 163 -126 345.386 5
5 413 274 105 8 823.929 10
