# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -186 -182 -259 81 555.886 4
0 -176 -120 -364 -29 427.732 7
0 -253 -181 -247 -69 234.321 8
0 -235 -118 -257 -111 56.1736 6
0 -25 -10 -189 52 360.657 4
0 -114 -108 -242 -260 407.432 6
0 -291 -127 -335 -45 196.118 7
0 -242 -177 -162 -83 256.868 3
0 -232 -27 -111 -173 389.247 10
0 -53 -169 -200 -100 334.777 2
0 -190 -101 -236 -18 199.789 3
0 -104 -98 -20 -25 232.576 8
0 -260 51 -49 -40 469.574 1
0 -201 -260 -336 -203 303.08 10
0 -250 -158 -117 -103 297.847 4
1 -228 -6 -153 71 224.979 7
1 -221 97 -207 100 38.6356 1
1 -138 -60 -283 277 743.741 7
1 -195 160 -187 185 62.4976 3
1 -202 65 -238 125 149.943 7
1 -209 89 -77 140 293.019 2
1 -193 99 -159 104 78.7314 9
1 -250 41 -347 113 251.603 8
1 -207 239 -310 108 343.287 10
1 -91 181 -212 106 294.717 3
1 -294 158 -191 114 234.009 1
1 -210 38 -199 94 124.14 3
1 -284 211 -144 225 291.397 4
1 -358 139 -194 102 346.244 8
1 -92 102 -132 -42 308.905 6
2 -34 -231 -47 39 550.626 10
2 -22 -87 -38 -70 56.6905 3
2 12 -115 -41 -122 116.921 3
2 -32 -271 104 -218 301.925 9
2 33 -29 99 -40 143.821 10
2 14 -104 0 -100 39.1204 8
2 42 -83 -143 13 426.85 4
2 -46 -51 -22 76 268.496 7
2 51 -87 24 -92 64.9181 2
2 14 -126 -50 -21 255.935 3
2 -130 -29 25 -98 349.329 10
2 -52 -53 6 -97 155.602 4
2 55 -158 -19 -96 203.08 2
2 91 0 23 -126 296.356 10
2 2 -101 -144 33 406.343 5
3 18 101 -148 133 348.112 8
3 -168 201 -110 156 156.82 9
3 3 282 104 230 237.2 5
3 -68 135 111 -56 533.534 6
3 -7 96 50 -64 349.7 1
3 -120 59 -27 269 469.343 4
3 91 127 30 193 189.744 7
3 0 98 54 155 167.035 2
3 -59 114 -151 17 277.38 1
3 86 133 -118 -38 542.38 7
3 6 79 92 97 185.727 4
3 -96 116 -71 -30 306.25 3
3 -6 66 -14 -47 236.566 1
3 -4 41 61 75 156.711 7
3 -114 255 77 84 522.726 2
4 169 -81 103 2 222.085 6
4 248 -102 324 -16 239.539 6
4 85 -9 102 -232 457.294 5
4 257 -67 127 -57 270.768 8
4 337 -29 216 -205 437.163 7
4 149 11 266 -3 245.669 6
4 200 -101 173 -60 108.184 7
4 201 -100 135 -14 226.813 10
4 200 -100 109 1 281.897 4
4 131 -177 95 -13 345.809 8
4 295 21 185 -124 374.005 5
4 326 49 181 89 310.832 6
4 197 -73 186 -17 124.14 3
4 62 -36 141 -86 196.987 6
4 253 -95 248 -282 384.134 5
5 170 15 49 173 408.02 8
5 81 73 327 61 502.585 5
5 202 104 224 16 191.417 5
5 379 126 171 116 426.48 4
5 96 208 137 47 342.277 1
5 198 119 201 103 42.5576 8
5 331 144 170 52 380.864 9
5 220 8 280 -48 174.146 7
5 269 115 282 79 86.5506 9
5 187 149 204 101 111.843 9
5 157 136 376 32 494.879 5
5 25 86 136 87 232.009 4
5 212 75 74 111 295.237 2
5 84 209 192 81 344.951 5
5 349 54 78 19 556.502 10
