# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -175 -300 38 43 817.51 4
0 -54 -69 -3 -223 334.45 7
0 -104 -353 -260 -199 448.415 8
0 -42 152 -77 53 220.01 6
0 -194 -232 -93 22 556.688 4
0 -289 -243 -306 -110 278.164 6
0 -239 -171 -247 16 384.342 7
0 -57 -42 -159 -103 247.697 3
0 -137 -96 -323 -238 478.017 10
0 -70 -329 86 -75 606.161 2
0 -111 18 -198 -131 355.08 3
0 27 32 -59 35 182.105 8
0 -271 -341 -104 97 947.514 1
0 -263 10 -195 -70 219.99 10
0 -205 -106 -353 -203 363.91 4
1 -151 305 6 -51 788.164 7
1 -347 206 -51 -67 815.345 1
1 -193 160 -53 108 308.69 7
1 -7 -127 -197 92 589.865 3
1 -138 55 -224 91 196.462 7
1 -248 14 -104 156 414.475 2
1 -161 -31 -190 127 331.279 9
1 4 69 -34 282 442.726 8
1 -310 104 -146 317 547.643 10
1 -224 115 -410 49 404.725 3
1 -204 93 -159 30 164.842 1
1 -186 255 25 204 444.152 3
1 -164 155 -136 119 101.214 4
1 -108 -150 -309 356 1098.92 8
1 -237 318 -254 275 102.477 6
2 -124 -39 -39 -245 455.695 10
2 64 16 -74 69 305.655 3
2 -188 -286 36 -184 502.26 3
2 258 -46 0 -102 538.015 9
2 242 -178 3 -62 541.327 10
2 23 -82 -36 -14 190.056 8
2 -80 120 137 -112 645.336 4
2 65 -241 47 27 547.208 7
2 32 -74 7 -92 71.6117 2
2 -125 -7 -25 -206 455.426 3
2 -10 -7 -92 -312 641.661 10
2 54 143 107 -139 583.875 4
2 -11 -123 279 -164 595.768 2
2 119 124 -33 -88 531.72 10
2 222 -122 6 -126 442.074 5
3 -30 199 20 -120 655.789 8
3 65 21 -29 102 258.169 9
3 -230 46 -210 95 115.849 5
3 84 61 69 248 385.201 6
3 240 244 -23 -16 749.646 1
3 -28 122 160 63 404.081 4
3 214 197 151 5 414.144 7
3 -219 -89 178 267 1076.48 2
3 -68 276 -73 -131 824.061 1
3 -44 -20 -190 251 625.653 7
3 -43 386 -95 161 471.861 4
3 74 44 83 132 186.918 3
3 0 29 143 210 471.346 1
3 -12 92 -222 84 430.305 7
3 62 145 10 25 271.565 2
4 126 129 200 -100 491.319 6
4 145 -156 -6 -25 409.81 6
4 190 -112 382 45 506.036 5
4 171 -345 156 -79 542.845 8
4 363 -226 -55 18 978.008 7
4 230 -136 58 -173 361.869 6
4 398 79 448 -236 647.887 7
4 418 -28 480 -97 195.526 10
4 268 -93 374 -38 248.839 4
4 284 173 208 -98 572.91 8
4 334 -303 259 -215 241.249 5
4 287 -86 281 -211 260.288 6
4 0 -194 132 -82 356.225 3
4 230 -222 21 -169 441.231 6
4 181 -65 209 -40 85.0733 5
5 306 189 211 136 227.568 8
5 208 319 342 296 281.919 5
5 80 106 279 224 472.709 5
5 149 188 39 126 262.539 4
5 51 -110 121 207 659.273 1
5 432 249 39 -3 943.709 8
5 47 14 229 228 571.854 9
5 70 110 189 123 249.416 7
5 111 -19 344 -9 476.429 9
5 177 172 -28 190 421.577 9
5 200 239 316 42 467.231 5
5 143 173 161 77 205.346 4
5 338 -63 302 -49 87.2528 2
5 138 108 215 104 164.208 5
5 196 100 197 102 14.4721 10
