# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1000

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 200 0 195 42 94.5931 4
0 254 45 252 99 118.074 7
0 143 49 289 -102 430.081 8
0 145 131 340 -23 506.955 6
0 204 0 143 43 159.265 4
0 177 19 212 -80 220.01 6
0 213 27 222 -22 109.639 7
0 106 71 138 6 154.9 3
0 64 -54 127 -81 147.084 10
0 254 -101 114 -32 322.16 2
0 119 -7 227 21 233.141 3
0 232 -134 186 102 490.883 8
0 140 -1 170 -84 186.511 1
0 268 61 175 7 225.081 10
0 248 -139 131 86 517.204 4
1 81 309 164 185 308.429 7
1 168 158 192 147 62.8015 1
1 64 126 55 134 34.0832 7
1 117 190 79 171 94.9706 3
1 56 201 81 207 61.4198 7
1 73 199 83 185 44.4093 2
1 79 118 110 112 73.1506 9
1 -37 132 107 311 469.465 8
1 88 169 55 84 192.362 10
1 81 179 173 115 234.143 3
1 195 241 200 252 34.1661 1
1 47 250 91 166 199.652 3
1 116 75 -7 80 256.203 4
1 135 228 95 274 131.918 8
1 90 118 157 260 324.025 6
2 -112 244 -59 85 345.201 10
2 -110 161 -99 197 85.2861 3
2 -78 227 -181 134 287.546 3
2 -37 46 -18 191 302.479 9
2 -69 152 -123 267 264.094 10
2 -99 173 -151 238 176.481 8
2 -129 167 -80 139 122.872 4
2 -137 226 -94 311 200.515 7
2 -176 63 -129 157 220.19 2
2 -80 134 -29 106 126.362 3
2 -116 89 -90 183 205.059 10
2 -52 290 -92 165 272.488 4
2 -168 176 -129 171 88.6384 2
2 -8 271 -65 108 355.358 10
2 -114 161 -97 95 146.308 5
3 -194 2 -217 -59 140.384 8
3 -104 -76 -201 1 257.693 9
3 -187 -3 -130 11 127.388 5
3 -166 -113 -184 -11 217.152 6
3 -234 29 -207 -42 161.921 1
3 -224 -65 -200 125 393.02 4
3 -310 -42 -200 -2 244.094 7
3 -229 82 -168 -51 302.643 2
3 -82 -79 -198 -5 285.187 1
3 -217 81 -155 -124 438.341 7
3 -244 -1 -107 -79 325.297 4
3 -195 -87 -237 -62 107.755 3
3 -254 49 -213 70 102.13 1
3 -196 -39 -200 -19 50.7922 7
3 -139 -1 -281 86 343.065 2
4 -152 -174 -110 -131 130.216 6
4 -196 -87 -46 -209 396.699 6
4 -174 -115 -142 -248 283.591 5
4 -60 -146 -7 -160 119.636 8
4 -50 -203 -7 -156 137.405 7
4 -85 -227 -88 -171 122.161 6
4 -84 -188 -102 -153 88.7147 7
4 6 -250 -206 -173 461.101 10
4 4 -253 -174 -242 366.679 4
4 -120 -283 -149 -141 299.862 8
4 -15 -164 -93 -179 168.858 5
4 -25 -154 -59 -163 80.342 6
4 -29 -254 -106 -223 176.012 3
4 -119 -162 -25 -132 207.342 6
4 -9 -194 -92 -168 183.954 5
5 217 -126 93 -275 397.696 8
5 203 -70 69 -153 325.246 5
5 66 -159 100 -173 83.5391 5
5 30 -169 143 -258 297.68 4
5 82 -196 -23 -230 230.735 1
5 101 -172 183 -138 187.539 8
5 147 -114 164 -203 191.218 9
5 57 -93 90 -118 92.801 7
5 146 -222 152 -287 140.553 9
5 42 -84 73 -262 371.359 9
5 149 -216 7 -109 365.601 5
5 49 -250 208 -218 334.376 4
5 72 -184 101 -235 127.337 2
5 131 -83 114 -153 154.069 5
5 102 -160 -37 -121 298.735 10
