# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 87 -22 153 134 348.774 4
0 270 110 360 106 190.178 7
0 173 -92 291 -38 269.538 8
0 145 22 220 -50 217.933 6
0 203 25 120 73 201.76 4
0 16 16 285 33 549.073 6
0 132 67 269 17 301.678 7
0 130 143 351 117 455.048 3
0 364 3 215 70 336.741 10
0 314 60 104 85 432.966 2
1 103 132 140 229 217.634 3
1 -85 187 188 15 655.331 8
1 83 51 108 146 206.469 1
1 148 212 125 140 161.169 10
1 109 172 30 20 352.608 4
1 131 225 86 164 161.605 7
1 122 225 74 118 244.546 1
1 132 327 -26 179 442.98 7
1 -34 54 -48 268 438.915 3
1 59 194 56 60 278.067 7
2 -100 260 -99 173 184.011 2
2 -238 157 -95 75 339.685 9
2 -249 43 98 189 762.928 8
2 -59 247 -156 148 287.2 10
2 -161 264 -22 192 323.081 3
2 -109 216 -216 121 296.175 1
2 58 179 -90 -7 485.395 3
2 -45 133 -156 296 404.411 4
2 -194 0 75 169 645.364 8
2 -80 177 -104 173 58.6621 6
3 -200 -21 -143 -75 167.035 10
3 -200 0 -178 -10 58.3322 3
3 -298 39 -209 -23 226.933 3
3 -124 -49 -199 0 189.176 9
3 -207 6 -190 -48 123.225 10
3 -196 -85 -358 7 382.602 8
3 -224 -106 -287 109 458.08 4
3 -194 -126 -145 -38 211.445 7
3 -164 2 -278 18 240.235 2
3 -211 30 -138 146 284.117 3
4 38 -175 -85 -234 282.837 10
4 66 -87 -26 -227 345.046 4
4 -17 -193 -84 -204 145.794 2
4 48 -218 -73 -169 271.09 10
4 -32 -168 -106 -154 160.625 5
4 -127 -239 -256 -263 272.427 8
4 -53 -127 -84 -188 146.85 9
4 -175 -310 -213 -257 140.43 5
4 -89 -167 -99 -91 163.31 6
4 -100 -173 -81 -175 48.2099 1
5 109 -201 -11 -328 359.451 4
5 98 -155 183 -55 272.488 7
5 268 -203 -50 -273 661.227 2
5 35 13 81 -100 254.008 1
5 263 -284 289 -134 314.473 7
5 8 -228 -8 -160 149.714 4
5 133 -194 -26 -60 425.87 3
5 78 -157 285 -203 434.099 1
5 35 -361 97 -203 349.458 7
5 60 -100 44 -37 140 2
