# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 239 -45 113 81 366.382 4
0 354 -215 196 15 568.082 7
0 380 -97 175 5 467.948 8
0 236 109 271 -34 304.442 6
0 473 -70 90 -68 776.01 4
0 407 197 262 1 497.611 6
0 416 -49 192 12 474.315 7
0 246 -12 423 199 560.818 3
0 262 -63 226 2 158.607 10
0 44 17 155 182 407.724 2
0 235 -265 222 0 540.637 3
0 202 32 421 -75 497.483 8
0 274 -40 154 -33 250.408 1
0 405 151 356 227 190.854 10
0 95 82 78 74 47.5766 4
1 378 122 -68 350 1011.8 7
1 72 277 172 214 246.381 1
1 179 -7 264 97 278.634 7
1 -149 60 334 220 1027.62 3
1 0 54 81 162 280 7
1 -40 199 27 292 239.242 2
1 167 34 98 279 519.062 9
1 85 392 139 304 216.495 8
1 -3 26 29 258 478.393 10
1 244 -67 28 249 775.538 3
1 -63 328 259 173 724.728 1
1 -96 119 247 60 706.075 3
1 282 48 126 375 734.61 4
1 -21 259 -57 236 95.44 8
1 157 141 95 182 158.661 6
2 -153 309 -155 212 204.041 10
2 -317 275 -8 107 713.434 3
2 -107 401 -224 161 544 3
2 -157 159 -254 35 324.865 9
2 -75 287 17 202 260.511 10
2 -275 168 50 265 688.333 8
2 109 158 -50 182 331.602 4
2 157 295 -105 195 570.871 7
2 -95 173 -146 399 473.366 2
2 -54 300 -22 392 204.813 3
2 -200 195 -302 278 273.006 10
2 -103 409 -221 68 731.679 4
2 15 395 -204 249 536.41 2
2 -157 440 2 97 766.122 10
2 54 -24 -82 332 772.186 5
3 -146 7 -382 -220 664.905 8
3 -485 -81 -32 -162 930.37 9
3 6 -120 -179 -15 435.441 5
3 -178 -64 -3 -64 360 6
3 -245 44 -360 -104 384.855 1
3 -181 -15 -274 30 216.63 4
3 -218 68 -337 -207 609.286 7
3 -417 -9 23 171 960.789 2
3 -295 -121 -180 -103 242.8 1
3 -351 108 -292 -122 484.894 7
3 -207 -6 -128 -214 454.994 4
3 26 -112 -161 93 564.956 3
3 -75 192 -391 88 675.348 1
3 -248 0 -139 -110 319.716 7
3 -303 -242 -200 0 536.015 2
4 -50 -171 -44 -211 90.895 6
4 -53 -225 -169 -269 258.129 6
4 -269 42 -170 -42 269.669 5
4 -150 -215 -48 -164 238.079 8
4 -131 -237 -338 -344 476.039 7
4 -133 -321 0 -451 381.962 6
4 -163 -269 -67 -202 244.137 7
4 -11 -408 3 -382 69.0593 10
4 -191 -48 -9 -104 390.841 4
4 -93 -167 -93 -261 198 8
4 -193 -17 -304 -280 580.929 5
4 -82 -264 -99 -174 193.183 6
4 -101 -136 187 -109 588.526 3
4 99 -342 49 -176 356.733 6
4 52 39 1 -222 541.872 5
5 41 -243 -69 -16 514.496 8
5 224 -121 22 -129 414.317 5
5 235 -60 10 -87 463.228 5
5 132 -13 95 -181 354.052 4
5 242 -319 -60 -66 797.942 1
5 178 -37 25 -18 318.35 8
5 72 -157 70 -156 14.4721 9
5 -68 -407 -42 -251 326.304 7
5 299 -228 328 -126 222.085 9
5 64 -162 192 -302 389.389 9
5 11 75 92 -205 592.961 5
5 -13 -278 57 53 686.642 4
5 -35 -289 125 -427 432.583 2
5 98 -119 72 -157 102.087 5
5 75 -125 49 -92 94.0238 10
