# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 63 -44 243 -4 378.782 4
0 135 167 233 153 207.99 7
0 209 -25 207 17 94.0952 8
0 44 -51 187 -26 300.338 6
0 100 -94 297 139 620.239 4
0 272 4 180 7 194.098 6
0 246 -175 115 82 586.923 7
0 175 31 211 33 82.111 3
0 107 -92 310 -77 417.107 10
0 198 0 256 -96 234.321 2
0 377 -31 135 -21 494.413 3
0 229 171 199 -87 529.477 8
0 239 41 209 -59 218.806 1
0 291 161 265 9 318.415 10
0 148 -185 61 -24 376.005 4
1 149 151 30 142 248.68 7
1 205 311 186 197 241.145 1
1 -8 122 41 211 213.194 7
1 87 312 100 173 289.213 3
1 78 117 -58 146 288.115 7
1 63 104 118 170 181.826 2
1 113 149 20 195 217.509 9
1 100 173 188 197 192.428 8
1 283 130 135 318 488.531 10
1 80 173 161 47 309.58 3
1 14 182 11 54 266.07 1
1 98 187 141 -9 411.323 3
1 169 294 29 209 337.567 4
1 82 191 107 176 68.3095 8
1 -1 15 -35 180 346.933 6
2 -110 173 -26 279 280.496 10
2 -92 311 -176 79 503.477 3
2 -119 143 -184 88 180.294 3
2 -213 124 -107 170 241.102 9
2 -236 297 12 134 603.542 10
2 -21 219 -91 237 154.554 8
2 -13 195 -94 132 215.232 4
2 0 254 39 175 186.204 7
2 -92 305 -102 170 280.74 2
2 -122 -24 -27 286 658.46 3
2 -37 216 -122 167 206.224 10
2 -70 180 -176 69 316.966 4
2 -139 73 -94 181 244 2
2 -205 58 62 223 637.739 10
2 -76 57 -76 185 266 5
3 -207 44 -304 -57 290.071 8
3 -334 87 -182 -85 469.077 9
3 -72 -26 -323 75 551.117 5
3 -313 19 -247 92 206.825 6
3 -184 163 -261 -145 644.958 1
3 -8 6 -194 -14 384.144 4
3 -315 -105 -243 -45 197.446 7
3 -239 33 -107 60 279.466 2
3 -212 12 -235 82 157.363 1
3 -239 -41 -200 -12 107.201 7
3 -65 -130 -335 -41 578.581 4
3 -376 8 -86 -41 598.221 3
3 -75 92 -271 39 416.079 1
3 -332 -129 -266 1 301.589 7
3 -56 125 -157 -76 459.898 2
4 -119 -100 -69 -222 273.697 6
4 -206 -123 -102 -139 220.447 6
4 -64 -320 -119 -170 329.531 5
4 -65 -96 37 -46 237.192 8
4 -122 -108 -115 -349 492.203 7
4 -113 -264 -148 -128 290.863 6
4 -173 -232 -97 -171 204.905 7
4 -27 -316 -125 -190 329.249 10
4 -5 -46 -230 -51 460.111 4
4 -87 -109 -5 -297 420.21 8
4 -21 -96 86 -126 232.252 5
4 -171 -47 -218 -101 153.178 6
4 -150 -160 -120 -160 70 3
4 -118 -154 33 -123 318.299 6
4 -197 -261 -50 -131 402.474 5
5 106 -213 212 -209 222.151 8
5 95 -170 14 -235 217.711 5
5 197 -105 93 -36 259.616 5
5 -50 -138 -6 -231 215.767 4
5 68 -152 140 -177 162.434 1
5 205 -291 134 -168 294.042 8
5 157 -296 200 -137 339.424 9
5 53 -250 -27 -215 184.642 7
5 195 -274 152 -270 96.3713 9
5 -29 -58 176 -232 547.777 9
5 -68 -158 109 -296 458.879 5
5 38 -46 184 -185 413.172 4
5 86 -170 150 -124 167.632 2
5 -75 -250 196 -265 552.83 5
5 10 -215 133 -37 442.726 10
