# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 850

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -148 -215 -201 -79 301.925 4
0 -235 -169 -225 -84 181.172 7
0 -290 -126 -270 -193 149.843 8
0 -202 -89 -167 -222 285.056 6
0 -176 -152 -215 -46 235.894 4
0 -247 34 -231 -95 269.977 6
0 -116 20 -152 -152 361.454 7
0 -200 -150 -159 -104 133.24 3
0 -318 -121 -301 -93 75.5134 10
0 -224 -118 -137 -117 184.011 2
1 -166 161 -251 -4 381.214 3
1 -109 185 -316 93 463.047 8
1 -169 214 -201 100 246.812 1
1 -264 123 -125 106 290.071 10
1 -122 66 -203 46 176.865 4
1 -83 39 -245 37 334.025 7
1 -323 122 -241 133 175.469 1
1 -141 127 -180 99 106.021 7
1 -216 94 -295 199 272.8 3
1 -297 37 -165 124 326.184 7
2 48 -47 -127 -168 435.516 2
2 -60 -64 0 -198 303.639 9
2 -115 -162 30 -231 331.16 8
2 -76 -208 -23 -135 190.422 10
2 19 22 38 -188 431.716 3
2 -106 -3 9 -139 366.208 1
2 0 -100 51 -65 133.709 3
2 -136 -74 -28 -54 229.672 4
2 -3 -118 1 -100 46.8782 8
2 63 -59 11 -41 120.055 6
3 -97 72 69 121 356.162 10
3 -69 201 17 60 340.315 3
3 -11 80 36 69 106.54 3
3 79 141 81 124 44.2345 9
3 -7 97 -50 226 281.956 10
3 10 57 64 198 311.974 8
3 -62 3 3 103 248.537 4
3 -58 133 -1 95 147.011 7
3 -61 30 -2 100 193.096 2
3 -107 148 48 86 343.88 3
4 87 -74 227 -4 323.05 10
4 274 -201 268 -12 388.19 4
4 318 -128 254 10 314.237 2
4 223 -182 243 17 410.005 10
4 202 -108 178 -193 186.647 5
4 136 -71 264 -91 269.106 8
4 196 -197 300 -101 293.069 9
4 312 -42 206 0 238.035 5
4 274 -185 172 -118 254.074 6
4 170 -70 207 -64 84.9667 1
5 345 126 200 109 301.986 4
5 288 81 179 114 237.772 7
5 193 89 255 -24 267.783 2
5 222 128 208 229 213.931 1
5 241 131 100 106 296.398 7
5 247 19 228 162 298.513 4
5 77 34 279 126 453.928 3
5 274 120 241 114 77.082 1
5 134 -18 185 208 473.366 7
5 213 100 227 179 170.462 2
