# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 427 -134 299 164 658.654 4
0 322 180 46 -206 959.046 7
0 167 51 -26 -179 610.496 8
0 137 -120 169 -28 204.813 6
0 50 -164 226 -42 438.299 4
0 287 60 195 14 215.718 6
0 161 -40 51 -200 398.33 7
0 -56 -29 227 -243 719.606 3
0 115 157 278 139 337.982 10
0 199 38 25 -194 590 2
0 75 -46 304 237 738.093 3
0 475 74 122 55 717.022 8
0 282 5 221 24 137.781 1
0 315 -42 175 13 310.832 10
0 214 -44 195 93 286.622 4
1 100 140 -59 399 617.822 7
1 143 267 77 135 305.161 1
1 216 89 249 114 92.801 7
1 71 231 179 -77 662.773 3
1 89 246 -93 104 471.684 7
1 358 97 227 99 272.031 2
1 78 237 100 157 175.94 9
1 306 27 41 -3 543.385 8
1 48 192 56 220 68.2409 10
1 212 -13 131 18 183.459 3
1 107 154 31 27 306.007 1
1 105 165 163 270 249.908 3
1 65 99 106 192 213.273 4
1 100 197 -113 -6 598.483 8
1 157 463 -111 301 636.316 6
2 -231 147 -99 197 292.305 10
2 -306 215 -222 -70 604.242 3
2 -169 289 -147 172 248.101 3
2 -227 280 -98 199 314.644 9
2 -151 84 195 142 711.655 10
2 -186 126 -300 27 311.974 8
2 -45 -58 80 -35 264.197 4
2 -303 -36 -166 248 640.635 7
2 -288 105 -140 40 333.289 2
2 -285 148 -98 173 387.327 3
2 -190 5 70 107 568.584 10
2 -56 15 -315 -12 530.807 4
2 118 245 1 322 290.129 2
2 153 253 -354 315 1031.55 10
2 -93 126 -218 143 262.301 5
3 -407 194 -181 45 551.394 8
3 40 -111 -196 217 818.158 9
3 -77 8 -185 0 226.592 5
3 -264 252 60 -101 968.301 6
3 -172 -34 29 -187 515.213 1
3 -444 98 -242 -25 483.003 4
3 -27 -31 -199 10 363.638 7
3 -258 -146 -188 91 504.243 2
3 -209 -13 -51 30 337.493 1
3 -192 -28 2 11 405.763 7
3 -200 0 -237 -26 100.443 4
3 -185 -18 -262 -63 188.37 3
3 -419 -4 -220 -169 527.015 1
3 -231 -8 -352 77 305.743 7
3 -443 94 -261 -266 816.781 2
4 -128 -254 -256 -113 390.867 6
4 -153 -187 -104 -161 120.941 6
4 51 -319 -116 -123 524.995 5
4 -172 -308 -93 -176 317.669 8
4 -369 -275 -40 -247 670.379 7
4 2 -229 -72 -102 303.973 6
4 -218 48 26 -305 868.242 7
4 -80 -34 -160 -156 301.781 10
4 -234 -96 -93 -181 339.278 4
4 -33 -167 -166 -49 365.601 8
4 -183 -126 55 24 572.651 5
4 -273 -242 45 -206 650.062 6
4 -271 -250 -265 -251 22.1655 3
4 -178 15 3 -229 617.608 6
4 77 -83 -254 6 695.513 5
5 24 -36 23 -411 760.003 8
5 -37 -215 73 -164 252.495 5
5 63 -215 248 -213 380.022 5
5 162 -263 83 -173 249.508 4
5 100 -383 -10 34 872.529 1
5 53 -199 -84 -104 343.431 8
5 100 -206 87 -151 123.031 9
5 269 -249 193 -132 289.034 7
5 237 -36 47 -16 392.099 9
5 -76 29 -76 -217 502 9
5 188 -296 237 -392 225.564 5
5 92 -453 108 -169 578.901 4
5 96 -172 338 -126 502.666 2
5 -19 -391 329 0 1056.87 5
5 169 -76 87 -176 268.643 10
