# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 272 -65 207 4 199.589 4
0 211 5 176 22 87.8203 7
0 345 89 201 31 320.483 8
0 227 -22 320 120 349.488 6
0 206 84 195 8 163.584 4
0 365 -84 373 -57 66.3205 6
0 376 53 172 22 422.684 7
0 77 153 125 68 205.233 3
0 154 -158 58 107 573.706 10
0 250 117 380 58 295.524 2
0 184 27 228 -44 177.057 3
0 271 -9 54 41 455.372 8
0 301 26 172 -75 337.671 1
0 208 159 78 73 321.743 10
0 196 -33 172 17 120.923 4
1 204 90 146 127 147.594 7
1 199 254 74 158 325.221 1
1 45 189 181 154 290.863 7
1 264 193 101 227 343.017 3
1 110 -18 87 231 510.12 7
1 65 169 73 124 101.411 2
1 15 281 -47 274 134.788 9
1 93 100 57 185 194.619 8
1 211 271 173 167 231.45 10
1 16 145 100 172 186.465 3
1 114 161 144 131 94.8528 1
1 226 35 192 199 344.975 3
1 137 -5 124 211 442.782 4
1 281 160 109 244 392.832 8
1 182 134 111 61 213.666 6
2 -11 61 -115 173 315.68 10
2 -134 10 -134 154 298 3
2 -213 296 -85 179 356.831 3
2 -145 207 -182 49 334.549 9
2 -52 97 -164 250 389.226 10
2 -181 53 -248 48 144.373 8
2 -136 275 60 258 403.472 4
2 28 210 -49 224 166.525 7
2 -88 157 49 162 284.182 2
2 12 206 -130 119 343.065 3
2 0 253 -56 93 349.034 10
2 -255 146 -125 245 336.809 4
2 -144 153 -270 75 306.378 2
2 -99 173 -80 134 96.764 10
2 -113 155 -105 132 58.7032 5
3 -143 -89 -69 126 464.757 8
3 -165 11 -280 147 366.208 9
3 -320 -147 -281 -76 172.012 5
3 -200 2 -254 39 140.92 6
3 -135 1 -205 74 212.277 1
3 -215 69 -83 -133 492.61 4
3 -273 145 -203 -1 333.827 7
3 -208 13 -208 -95 226 2
3 -278 -13 -162 99 332.49 1
3 -199 -6 -144 -108 241.767 7
3 -245 -120 -157 145 568.459 4
3 -106 -94 -211 144 530.265 3
3 -297 48 -189 -12 257.095 1
3 -212 61 -215 -60 252.074 7
3 -167 -123 -105 -7 273.059 2
4 -262 -283 -3 -84 663.244 6
4 -149 -238 -156 -206 75.5134 6
4 -182 -325 -72 -160 406.611 5
4 -189 -88 5 -213 471.567 8
4 -88 -208 -27 -148 181.126 7
4 -105 -220 -111 -173 104.763 6
4 15 -265 -67 -231 187.539 7
4 -73 -203 -109 -12 398.726 10
4 -223 -63 -24 -173 464.757 4
4 -261 -195 -133 -168 271.633 8
4 -80 -195 -190 -319 341.518 5
4 -67 -194 -98 -176 81.6938 6
4 -172 -198 -98 -172 166.869 3
4 -261 -213 -96 -171 350.523 6
4 -106 -180 -91 -39 293.591 5
5 289 -170 131 -110 348.018 8
5 137 -182 149 -170 43.9411 5
5 172 -270 64 -248 230.436 5
5 101 -214 1 -301 275.096 4
5 35 -98 21 -293 401.004 1
5 59 -151 108 -215 171.208 8
5 236 -39 93 -184 417.303 9
5 43 -361 100 -162 424.005 7
5 70 -187 -16 -151 196.462 9
5 197 -90 33 -257 478.124 9
5 38 -78 173 -169 335.613 5
5 95 -56 -9 -42 219.876 4
5 117 -149 146 -329 374.642 2
5 115 -173 104 -195 59.1935 5
5 189 -165 -50 -234 507.522 10
