# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1750

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 77 221 86 264 97.8635 4
0 -24 -82 14 177 533.546 7
0 217 -109 448 140 689.3 8
0 88 -35 210 -188 401.372 6
0 218 204 325 -122 696.222 4
0 230 -12 200 3 77.082 6
0 356 -164 203 -35 410.25 7
0 395 -130 250 -187 321.602 3
0 68 -48 264 -8 410.08 10
0 83 -160 338 -9 602.709 2
0 29 -223 48 191 838.872 3
0 251 131 305 -37 362.931 8
0 415 34 325 -37 239.268 1
0 252 -44 124 -68 270.461 10
0 335 -37 265 -178 324.84 4
1 268 236 17 188 521.097 7
1 237 220 75 210 334.617 1
1 147 283 231 250 190.499 7
1 31 374 67 222 322.41 3
1 235 20 -26 255 712.413 7
1 189 -97 141 94 403.878 2
1 110 -4 115 174 366.14 9
1 57 224 207 -88 702.37 8
1 312 296 144 173 426.428 10
1 36 -98 42 389 984.074 3
1 46 350 84 154 409.299 1
1 -106 145 100 183 428.951 3
1 20 321 -55 137 407.397 4
1 71 257 52 268 53.909 8
1 -15 292 -32 329 91.4371 6
2 -261 236 -100 461 563.339 10
2 -4 195 -63 100 233.66 3
2 -139 359 48 173 537.504 3
2 -246 153 -128 61 309.252 9
2 -99 113 -183 94 182.244 10
2 -101 137 -143 190 145.248 8
2 -122 171 -135 259 187.91 4
2 -277 161 -111 119 352.462 7
2 -280 168 -114 50 417.333 2
2 -104 182 -128 187 59.0306 3
2 -7 166 -7 64 214 10
2 -237 274 -306 388 276.511 4
2 22 82 5 204 256.357 2
2 28 193 -162 277 425.48 10
2 13 57 -16 222 345.058 5
3 -202 7 -379 -47 380.108 8
3 -268 -164 -172 -59 294.542 9
3 -207 -278 -24 94 839.151 5
3 -176 191 -137 205 92.8734 6
3 -367 151 -201 5 452.14 1
3 -18 74 -215 -42 467.231 4
3 -19 -237 -248 -11 653.481 7
3 -152 222 -221 -27 526.767 2
3 -368 164 -65 -10 708.813 1
3 -253 6 -229 236 472.498 7
3 -132 -96 -130 10 222.038 4
3 -25 169 -161 48 374.071 3
3 -288 71 -312 -48 252.792 1
3 -34 214 -336 -52 814.885 7
3 -198 87 -214 14 159.466 2
4 -151 -227 -144 -123 218.471 6
4 -250 -39 -100 -173 412.274 6
4 -10 -131 -57 -104 118.407 5
4 -279 -267 -73 -325 438.019 8
4 -276 -229 -128 -147 348.396 7
4 -124 -196 -216 -341 353.447 6
4 89 -195 -276 45 883.67 7
4 -183 -152 -171 -341 388.761 10
4 -256 -359 82 -76 891.664 4
4 34 -407 -228 -301 575.261 8
4 -51 -230 -293 -259 497.463 5
4 -121 -240 69 -143 436.657 6
4 -129 -109 55 -280 512.382 3
4 -235 -165 -187 -157 107.324 6
4 -113 -196 -277 -374 494.066 5
5 60 -60 108 -401 698.723 8
5 84 -209 -61 -62 422.96 5
5 -2 -71 104 -173 304.211 5
5 89 -179 79 -243 139.553 4
5 311 -39 31 -218 674.653 1
5 219 -61 373 -118 338.42 8
5 37 -391 111 -176 464.757 9
5 185 -291 -137 -237 662.993 7
5 149 -177 32 -128 263.693 9
5 -107 -59 136 -261 641.99 9
5 348 -320 253 -22 635.553 5
5 228 -182 119 -453 594.199 4
5 121 -258 238 -355 313.961 2
5 334 -345 100 -173 590.827 5
5 263 22 125 -194 522.64 10
