# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1950

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 68 228 372 40 724.871 4
0 202 -67 141 -38 145.085 7
0 187 258 355 85 492.299 8
0 300 212 490 40 522.578 6
0 219 104 146 18 235.61 4
0 493 -29 -16 115 1067.95 6
0 41 -187 242 -84 461.708 7
0 394 126 98 -151 820.79 3
0 181 194 489 -51 797.119 10
0 411 82 167 -175 718.759 2
0 247 -264 81 223 1039.03 3
0 207 15 322 106 303.298 8
0 183 -14 -11 -195 540.649 1
0 233 110 135 47 243.006 10
0 195 -15 -54 -108 541.601 4
1 110 199 108 44 320.026 7
1 105 164 7 163 206.01 1
1 31 158 17 156 38.2843 7
1 148 48 1 123 340.055 3
1 100 173 44 450 575.208 7
1 -133 96 -107 377 574.401 2
1 108 168 -139 267 542.203 9
1 28 382 -21 -41 861.657 8
1 -63 -22 96 176 517.878 10
1 255 199 232 192 58.0833 3
1 88 179 -39 219 276.301 1
1 290 169 107 177 376.35 3
1 -111 250 93 94 523.622 4
1 196 178 121 141 177.26 8
1 89 170 114 57 241.465 6
2 41 -85 -219 152 713.616 10
2 177 163 -123 185 611.611 3
2 25 36 -274 -59 637.458 3
2 -109 183 42 -27 527.305 9
2 -54 107 -88 161 137.624 10
2 -56 155 -84 139 74.4981 8
2 133 187 78 -53 502.443 4
2 96 389 109 274 241.465 7
2 -88 -53 -371 223 800.607 2
2 -245 410 -41 57 825.414 3
2 59 415 22 221 404.994 10
2 -54 337 -187 31 677.308 4
2 -23 386 -131 456 267.402 2
2 -146 230 -79 204 153.736 10
2 -345 194 -137 154 433.622 5
3 -200 0 -190 -46 104.149 8
3 -235 -231 -143 284 1056.31 9
3 -253 214 -306 165 154.361 5
3 -250 -267 -391 53 709.374 6
3 -222 -200 -175 -97 236.433 1
3 -357 -99 -295 88 404.02 4
3 -65 30 -305 -252 750.605 7
3 -56 -146 -4 -4 312.443 2
3 -360 173 -229 -279 951.201 1
3 -45 238 -378 -41 878.861 7
3 -450 102 -111 -178 889.366 4
3 -215 39 -82 18 279.295 3
3 -73 55 -226 -2 336.546 1
3 -495 -37 -93 142 890.102 7
3 -110 202 -153 71 285.754 2
4 -20 -298 141 -33 630.148 6
4 -75 -83 -163 -151 232.423 6
4 -112 -421 113 -286 534.786 5
4 -116 60 39 -54 394.817 8
4 -257 9 -170 -238 533.748 7
4 -151 -133 -301 -33 370.555 6
4 -119 -237 -140 -159 171.555 7
4 -5 81 -290 -399 1126.47 10
4 -112 -400 -191 -77 675.041 4
4 -92 -373 20 -145 518.047 8
4 -210 -399 -188 -445 111.98 5
4 96 -395 -143 -172 663.758 6
4 -52 -93 -216 19 407.19 3
4 -60 -278 -101 -173 235.442 6
4 -393 -153 -337 -213 174.146 5
5 -13 -67 210 -364 752.8 8
5 246 -301 -193 -138 946.568 5
5 322 -277 100 -174 499.461 5
5 9 -92 133 -150 283.788 4
5 -37 -232 78 -251 243.118 1
5 66 -173 341 -290 607.709 8
5 69 -170 225 -76 374.264 9
5 229 -173 300 -202 163.388 7
5 94 -212 83 -112 211.206 9
5 363 -53 98 -173 591.808 9
5 369 -115 127 -190 516.711 5
5 298 -243 31 -49 670.076 4
5 117 -392 47 -149 515.763 2
5 128 -180 -90 -284 493.073 5
5 100 -175 105 -185 32.3607 10
