# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1950

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 200 0
C 100 173
C -99 173
C -200 0
C -100 -173
C 100 -173

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 58 -171 127 -175 148.232 4
0 172 50 1 -58 414.5 7
0 279 -213 142 206 891.658 8
0 -2 -53 45 135 397.572 6
0 314 -82 462 8 356.433 4
0 131 -77 277 212 657.571 6
0 78 -223 245 32 619.636 7
0 350 225 75 -261 1126.82 3
0 295 -251 167 156 863.307 10
0 -32 -67 186 44 499.265 2
0 232 -1 173 -79 205.602 3
0 223 -31 483 30 544.12 8
0 381 89 216 6 379.4 1
0 252 115 76 24 406.268 10
0 123 -18 183 -11 130.814 4
1 49 395 223 415 360.291 7
1 103 171 -171 104 574.145 1
1 -29 296 -46 111 381.559 7
1 217 280 300 78 446.775 3
1 43 245 48 76 348.148 7
1 -124 327 210 135 780.506 2
1 136 -67 68 249 656.467 9
1 -28 -63 103 164 534.176 8
1 51 219 388 137 703.666 10
1 186 396 212 355 107.098 3
1 124 209 -29 -17 555.839 1
1 -82 73 173 211 589.893 3
1 23 335 154 418 320.161 4
1 96 174 -158 147 520.862 8
1 170 189 186 -27 443.184 6
2 -62 228 -102 166 157.567 10
2 80 150 82 -37 384.021 3
2 -56 426 8 132 611.771 3
2 -35 107 125 329 557.299 9
2 -312 324 -116 157 524.995 10
2 -64 122 -99 167 124.018 8
2 76 173 -74 441 624.244 4
2 153 26 -281 367 1113.88 7
2 78 270 -239 108 721.992 2
2 -128 126 193 140 652.61 3
2 -68 162 -71 282 250.075 10
2 -227 426 -208 214 435.699 4
2 -129 178 -161 83 210.489 2
2 70 -72 -62 236 680.188 10
2 -47 264 -145 184 263.014 5
3 -267 13 -27 -102 542.259 8
3 -371 -126 -28 91 821.759 9
3 -141 259 -150 -231 990.165 5
3 12 -125 -77 -34 264.574 6
3 -133 53 -57 225 386.085 1
3 -203 34 89 -29 607.438 4
3 78 8 -153 -5 472.731 7
3 -390 -56 -205 -273 580.312 2
3 -232 19 -238 -6 61.4198 1
3 22 111 -85 -16 342.133 7
3 -181 32 -390 -5 434.5 4
3 -192 -13 -165 -23 67.5847 3
3 -187 16 -321 -57 315.188 1
3 -18 -98 -84 24 287.417 7
3 -239 20 -183 -29 158.822 2
4 -114 -205 -85 -152 130.83 6
4 24 -276 -102 -46 534.504 6
4 -136 -373 -387 -170 655.631 5
4 -314 -198 -229 -350 358.304 8
4 -31 -351 -224 -277 423.401 7
4 -164 -224 9 -416 526.887 6
4 -90 -159 -165 -217 199.621 7
4 -172 -456 -273 4 951.915 10
4 -272 -263 -78 62 766.997 4
4 -139 -121 -68 -316 425.047 8
4 -308 25 110 -14 849.631 5
4 -358 -152 -171 -245 427.698 6
4 -68 -82 -154 -201 303.646 3
4 -204 -117 -130 -325 451.543 6
4 169 -150 -43 43 583.386 5
5 100 -173 267 -53 421.286 8
5 184 -308 209 45 717.768 5
5 -133 -225 251 -73 835.978 5
5 113 -138 12 -237 292.857 4
5 94 -170 137 -158 99.2861 1
5 -60 -269 12 -119 342.77 8
5 3 -214 115 -346 356.225 9
5 -113 -65 101 -174 490.321 7
5 1 -278 -108 -285 228.449 9
5 149 -168 50 -379 476.142 9
5 173 -213 267 -259 219.304 5
5 -112 -353 94 -244 476.12 4
5 175 32 110 -211 513.086 2
5 177 -240 127 -152 212.425 5
5 254 -281 215 -396 252.866 10
