# VRP parameters: V = num of vehicles, L = max_load, T = max_tour_length
V 3
L 15
T 1200

# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C -200 -100
C -200 100
C 0 -100
C 0 100
C 200 -100
C 200 100

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 -244 51 -257 20 77.2309 4
0 -146 -254 -141 -166 186.284 7
0 -386 -64 -200 -130 404.725 8
0 -158 -165 -114 -28 297.785 6
0 -301 -151 -236 -4 331.459 4
0 -92 -128 -226 -48 322.128 6
0 -367 -27 -71 -40 602.571 7
0 -172 -226 -124 40 550.592 3
0 -197 -100 -256 -52 162.118 10
0 -23 -22 -304 -73 581.181 2
0 -183 -220 -146 -92 276.481 3
0 -237 -191 -246 -285 198.86 8
0 -169 -124 -200 -100 88.4092 1
0 -156 -198 -137 -233 89.6492 10
0 -176 50 -186 2 108.061 4
1 -33 73 -220 79 384.192 7
1 -69 11 -42 114 222.96 1
1 -73 -42 -216 -71 301.822 7
1 -77 39 -222 101 325.398 3
1 -311 181 -198 131 257.136 7
1 -27 92 -8 135 104.021 2
1 -206 104 -335 155 287.431 9
1 -277 206 -132 45 443.341 8
1 -183 270 -56 -12 628.556 10
1 -296 42 -236 12 144.164 3
1 -173 156 -227 100 165.589 1
1 -168 65 -148 253 388.122 3
1 -306 18 -164 67 310.433 4
1 -158 279 -9 129 432.852 8
1 -96 64 -113 125 136.649 6
2 10 -106 -2 -72 82.111 10
2 -17 -204 -51 -220 85.1532 3
2 127 -23 -72 78 456.327 3
2 42 -100 85 -76 108.489 9
2 -76 -64 -19 -140 200 10
2 33 -58 -44 47 270.415 8
2 -71 83 -2 -98 397.412 4
2 13 55 34 -129 380.389 7
2 40 -265 -5 -94 363.644 2
2 -77 -49 -48 -110 145.085 3
2 55 -217 56 -41 362.006 10
2 -64 -41 39 -240 458.152 4
2 -67 -45 -49 -230 381.747 2
2 19 -159 -10 56 443.894 10
2 38 -169 -17 -121 156 5
3 73 69 0 100 168.619 8
3 -4 102 -26 68 90.9938 9
3 -40 16 9 125 249.015 5
3 -96 143 64 100 341.355 6
3 -14 286 -25 28 526.469 1
3 115 83 65 184 235.397 4
3 9 48 28 201 318.35 7
3 -97 19 -17 119 266.125 2
3 25 217 49 165 124.543 1
3 53 -46 190 68 366.455 7
3 -26 164 17 94 174.305 4
3 -8 193 184 101 435.807 3
3 -121 4 88 -7 428.579 1
3 0 100 174 129 362.8 7
3 144 -6 -40 35 387.025 2
4 168 -82 201 -103 88.2304 6
4 192 -100 108 -55 200.589 6
4 190 -163 260 -81 225.629 5
4 225 -100 146 -38 210.848 8
4 236 -67 197 -103 116.151 7
4 265 -98 176 -64 200.547 6
4 180 -64 179 -128 138.016 7
4 378 -92 201 -83 364.457 10
4 180 -37 283 -175 354.401 4
4 165 -235 305 -116 377.483 8
4 234 -168 326 -29 343.377 5
4 234 -124 52 -40 410.899 6
4 220 77 104 -186 584.891 3
4 257 -25 230 -74 121.893 6
4 226 -112 226 -121 28 5
5 267 -17 129 127 408.898 8
5 180 -2 210 132 284.634 5
5 208 288 206 98 390.021 5
5 202 102 260 74 138.81 4
5 295 116 366 204 236.142 1
5 332 220 225 102 328.578 8
5 199 -93 156 107 419.141 9
5 204 104 191 89 49.6989 7
5 91 151 77 79 156.697 9
5 45 70 146 72 212.04 9
5 101 149 237 76 318.707 5
5 205 190 18 134 400.41 4
5 382 177 235 199 307.274 2
5 200 101 203 116 40.5941 5
5 164 8 75 -24 199.156 10
