# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 121 259 60 179 211.206
0 70 102 -10 176 227.954
0 126 190 -31 162 328.955
0 103 203 123 134 153.68
0 151 217 82 256 168.518
0 44 192 100 45 324.611
0 75 207 47 182 85.0733
0 143 271 174 273 72.1289
0 225 100 121 162 252.157
0 112 121 63 233 254.499
1 -99 95 -127 128 96.5563
1 -100 139 -113 126 46.7696
1 16 164 -166 296 459.658
1 -61 246 -125 160 224.401
1 -118 189 -26 107 256.479
1 -87 186 -19 155 159.466
1 -111 130 -182 286 352.794
1 45 183 -22 214 157.648
1 -88 164 -87 134 70.0333
1 -9 139 -77 279 321.281
2 49 -65 132 59 308.429
2 23 -3 -90 -28 241.465
2 58 17 -17 83 209.81
2 -73 -9 -45 -21 70.9262
2 43 -69 106 58 293.535
2 -1 3 -45 97 217.576
2 -5 -4 -24 -9 49.2938
2 44 -3 33 -64 133.968
2 -65 -121 28 -33 266.07
2 36 -29 -72 86 325.525
