# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 150 134 76 179 183.217
0 120 166 119 208 94.0238
0 32 209 142 188 233.973
0 18 166 225 146 425.928
0 77 149 100 173 76.4831
0 78 231 16 74 347.597
0 83 273 101 179 201.416
0 99 200 100 172 66.0357
0 96 177 100 173 21.3137
0 90 146 178 236 261.746
0 104 159 100 159 18
0 -7 212 -9 208 18.9443
0 124 294 147 184 234.758
0 -27 148 49 56 248.663
0 142 274 134 214 131.062
1 47 180 -169 121 457.826
1 -133 91 -219 240 354.076
1 -130 166 -221 134 202.925
1 -129 196 -52 173 170.723
1 -191 275 -104 224 211.693
1 -140 43 -58 79 189.109
1 -114 143 -102 174 76.4831
1 -8 248 -157 300 325.626
1 -41 204 -94 196 117.201
1 -104 240 -85 153 188.101
1 -100 173 -150 175 110.08
1 -52 189 22 249 200.536
1 -171 77 -128 72 96.5794
1 -132 212 16 126 352.345
1 -118 33 -107 259 462.535
2 -77 -40 -11 30 202.416
2 -52 -20 81 81 344.006
2 -21 0 -34 67 146.499
2 -13 -100 -12 -9 192.011
2 82 6 76 -53 128.609
2 0 -12 62 5 138.577
2 57 -91 -103 -1 377.151
2 70 -4 3 -68 195.311
2 -16 11 106 -52 284.612
2 104 -45 34 39 228.687
2 -93 87 42 45 292.765
2 -40 -43 6 132 371.889
2 7 -43 -52 -81 150.357
2 -26 6 -38 64 128.457
2 -49 89 -82 -40 276.308
