# carrier depots: C x y
# one line per carrier, number of carriers defined by number of lines
C 100 173
C -100 173
C 0 0

# requests: carrier_index pickup_x pickup_y delivery_x delivery_y revenue
# carrier_index = line index of carriers above
0 142 238 151 82 322.519
0 22 101 169 198 362.239
0 162 207 220 285 204.402
0 67 279 106 143 292.963
0 79 101 186 175 270.192
0 165 247 94 162 231.504
0 95 345 56 185 339.369
0 -28 73 132 262 505.262
0 2 304 275 198 595.713
0 99 296 108 144 314.532
1 -63 47 -34 172 266.64
1 -56 187 -157 58 337.671
1 -88 66 -20 176 268.643
1 -162 92 -97 199 260.392
1 -200 189 -173 215 84.9667
1 -131 167 -255 125 271.84
1 -120 204 -258 110 343.946
1 44 174 -175 95 475.626
1 -170 305 -77 166 344.485
1 -96 -5 -125 175 374.642
2 -40 -63 16 -93 137.059
2 -103 -14 -6 -2 205.479
2 142 40 33 -173 488.539
2 164 -65 63 110 414.109
2 26 -19 -70 -37 205.346
2 13 -52 0 -6 105.603
2 47 107 62 -86 397.164
2 -36 -83 44 76 365.983
2 58 131 95 0 282.25
2 -32 -47 9 -160 250.416
